ID	MaxAmount	LevelLimit	Quality	QualityLevel	Category1	Category2	Category3	Attribute1	Attribute2	Attribute3	Attribute4	Attribute5	Attribute6	Attribute7	Attribute8	Label	SetID	SetIndex	Architecture	MaxAmountPerLand	Coin
2901	30000	6	2	420	3	10	0	0	0	0	0	0	10	10	10	0			70	9999	
2902	30000	1	1	200	3	10	0	0	0	0	0	0	10	10	10	0			10	9999	
2903	30000	1	1	205	3	10	0	0	0	0	0	0	10	10	10	0			10	999	
2904	30000	7	3	630	3	10	0	0	0	0	0	0	10	10	10	0			170	9999	
2905	30000	4	2	410	3	10	0	0	0	0	0	0	10	10	10	0			70	9999	
2906	30000	8	3	630	3	10	0	0	0	0	0	0	10	10	10	0			170	9999	
2907	30000	1	1	200	1	5	0	1	1	1	1	1	10	10	10	0			0	999	
2908	30000	8	3	600	1	5	0	12	12	12	12	12	10	10	10	0			170	999	
2909	30000	1	2	400	1	12	0	3	3	8	3	3	10	10	10	0			70	999	
2910	30000	1	1	200	1	13	0	0	0	0	0	0	10	10	10	0			10	999	
2911	30000	1	1	200	1	13	0	0	0	0	0	0	10	10	10	0			10	999	
2912	30000	1	1	200	1	13	0	0	0	0	0	0	10	10	10	0			10	999	
2913	30000	1	1	200	1	13	0	0	0	0	0	0	10	10	10	0			10	999	
2914	30000	1	4	900	4	10	0	0	0	0	0	0	10	10	10	0	145	1		1	
2915	30000	1	4	900	4	6	0	0	0	0	0	0	10	10	10	0	145	2		2	
2916	30000	1	1	200	2	17	0	4	4	4	4	10	10	10	10	0				1	
2917	30000	1	4	800	2	17	0	120	120	120	120	270	10	10	10	0				1	
2918	30000	1	3	600	2	17	0	48	48	48	48	108	10	10	10	0				1	
2919	30000	1	3	600	2	17	0	48	48	48	48	108	10	10	10	0				1	
2920	30000	1	3	600	2	17	0	48	48	48	48	108	10	10	10	0				1	
2921	30000	1	1	200	2	17	0	4	4	4	4	10	10	10	10	0				1	
2922	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2923	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2924	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2925	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2926	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2927	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2928	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2929	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2931	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2932	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2933	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2934	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2935	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2936	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2937	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2938	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2939	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2940	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2941	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2942	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2943	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2944	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2946	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2947	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2948	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2949	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2950	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2951	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2952	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2953	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2954	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2955	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2956	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2957	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2958	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2959	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2960	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2961	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2962	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2963	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2964	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2965	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2966	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2967	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2969	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2975	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2976	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2977	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2978	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2980	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2981	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2982	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2983	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2984	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2985	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2986	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2987	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2988	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2990	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2991	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2992	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2993	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2994	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2995	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2996	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2997	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2998	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
2999	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3000	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3001	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3002	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3003	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3005	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3006	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3007	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3008	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3009	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3010	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3011	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3012	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3013	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3014	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3015	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3016	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3017	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3018	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3019	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3020	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3021	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3022	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3023	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3024	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3025	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3026	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3028	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3034	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3035	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3036	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3037	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3039	30000	1	1	200	1	14	0	0	0	0	0	0	10	10	10	0			0	9999	
3040	30000	1	4	900	2	9	0	405	405	405	405	911	10	10	10	0	146	1	0	16	
3041	30000	1	4	900	2	16	0	364	820	364	364	364	10	10	10	0			0	32	
3042	30000	1	4	900	3	14	0	1123	499	499	499	499	10	10	10	0				32	
3043	30000	1	4	900	2	16	0	364	820	364	364	364	10	10	10	0				32	
3044	30000	1	4	900	4	10	0	0	0	0	0	0	10	10	10	0	146	2		4	
3045	30000	1	4	888	4	12	0	8	8	8	8	8	10	10	10	0	22	7	888	1	
3046	30000	1	3	600	3	1	0	0	9	32	9	9	10	10	10	0				999	
3047	30000	1	3	600	1	9	0	30	30	30	30	30	10	10	10	0	96	8	430	999	
3048	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	18		999	
3049	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	19		999	
3050	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	7		999	
3051	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	20		999	
3052	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	21		999	
3053	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	8		999	
3054	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	22		999	
3055	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	23		999	
3056	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	9		999	
3057	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	24		999	
3058	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	25		999	
3059	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	10		999	
3060	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	26		999	
3061	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	27		999	
3062	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	11		999	
3063	30000	1	4	800	2	17	0	120	120	120	270	120	10	10	10	0	152	3		999	
3064	30000	1	4	880	4	10	0	0	0	0	0	0	10	10	10	0	153	4		4	
3065	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	4		999	
3066	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	12		999	
3067	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	13		999	
3068	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	5		999	
3069	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	14		999	
3070	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	15		999	
3071	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	6		999	
3072	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	16		999	
3073	30000	1	1	200	2	16	0	12	12	12	29	12	10	10	10	0	152	17		999	
3074	30000	1	1	200	2	11	0	9	9	9	21	9	10	10	10	0	152	1		999	
3075	30000	1	1	200	2	11	0	9	9	9	21	9	10	10	10	0	152	2		999	
3076	30000	1	4	900	2	11	0	270	270	270	270	607	10	10	10	0	147	1		36	
3077	30000	1	4	900	2	11	0	607	270	270	270	270	10	10	10	0	147	2		36	
3078	30000	1	4	900	3	5	0	60	27	27	27	27	10	10	10	0	147	3		80	
3079	30000	1	4	900	3	5	0	27	27	27	60	27	10	10	10	0	147	4		80	
3080	30000	1	4	900	3	8	0	2446	2446	2446	2446	2446	10	10	10	0	147	5		8	
3082	30000	1	4	900	2	10	0	405	911	405	405	405	10	10	10	0	147	6		24	
3083	30000	1	4	800	4	10	0	0	0	0	0	0	10	10	10	0				4	
3084	30000	1	4	800	4	10	0	0	0	0	0	0	10	10	10	0				4	
3085	30000	1	1	200	2	11	0	9	9	9	9	21	10	10	10	0	153	1		999	
3086	30000	1	1	200	2	11	0	9	9	9	9	21	10	10	10	0	153	2		999	
3087	30000	1	1	200	2	11	0	9	9	9	9	21	10	10	10	0	153	3		999	
3088	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			60	9999	
3089	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			60	9999	
3090	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			45	9999	
3091	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			60	9999	
3092	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			85	9999	
3093	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			35	9999	
3094	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			45	9999	
3095	30000	1	1	200	5	4	0	0	0	0	0	0	10	10	10	0			60	9999	
3096	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3097	30000	1	1	200	5	4	0	0	0	0	0	0	10	10	10	0			60	9999	
3098	30000	1	1	200	5	2	0	0	0	0	0	0	10	10	10	0			125	9999	
3099	30000	1	1	200	5	2	0	0	0	0	0	0	10	10	10	0			170	9999	
3100	30000	1	1	200	5	2	0	0	0	0	0	0	10	10	10	0			170	9999	
3101	30000	1	1	200	5	2	0	0	0	0	0	0	10	10	10	0			170	9999	
3102	30000	1	1	200	5	2	0	0	0	0	0	0	10	10	10	0			170	9999	
3103	30000	1	1	200	5	2	0	0	0	0	0	0	10	10	10	0			170	9999	
3104	30000	1	1	200	5	2	0	0	0	0	0	0	10	10	10	0			170	9999	
3105	30000	1	1	200	5	2	0	0	0	0	0	0	10	10	10	0			170	9999	
3106	30000	1	1	200	5	2	0	0	0	0	0	0	10	10	10	0			170	9999	
3107	30000	1	1	200	5	1	0	0	0	0	0	0	10	10	10	0			35	9999	
3108	30000	1	1	200	5	1	0	0	0	0	0	0	10	10	10	0			60	9999	
3109	30000	1	1	200	5	1	0	0	0	0	0	0	10	10	10	0			115	9999	
3110	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			35	9999	
3111	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			215	9999	
3112	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			225	9999	
3113	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			420	9999	
3114	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			45	9999	
3115	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			85	9999	
3116	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			35	9999	
3117	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			35	9999	
3118	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			215	9999	
3119	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			225	9999	
3120	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			420	9999	
3121	30000	1	1	200	5	5	0	0	0	0	0	0	10	10	10	0			35	9999	
3122	30000	1	1	200	5	5	0	0	0	0	0	0	10	10	10	0			70	9999	
3123	30000	1	1	200	5	5	0	0	0	0	0	0	10	10	10	0			70	9999	
3124	30000	1	1	200	5	5	0	0	0	0	0	0	10	10	10	0			35	9999	
3125	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			290	9999	
3126	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			180	9999	
3127	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			290	9999	
3128	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			290	9999	
3129	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			180	9999	
3130	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3131	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3132	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3133	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3134	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3135	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3136	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			60	9999	
3137	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			45	9999	
3138	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3139	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			85	9999	
3140	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			115	9999	
3141	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			45	9999	
3142	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3143	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			85	9999	
3144	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			45	9999	
3145	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			60	9999	
3146	30000	1	1	200	5	6	0	0	0	0	0	0	10	10	10	0			85	9999	
3147	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			45	9999	
3148	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			60	9999	
3149	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			60	9999	
3150	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			85	9999	
3151	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			60	9999	
3152	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			60	9999	
3153	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			85	9999	
3154	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3155	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3156	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3157	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3158	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			305	9999	
3159	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			305	9999	
3160	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3161	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3162	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3163	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3164	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3165	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			125	9999	
3166	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			170	9999	
3167	30000	1	1	200	5	3	0	0	0	0	0	0	10	10	10	0			170	9999	
3168	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			60	9999	
3169	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			45	9999	
3170	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			45	9999	
3171	30000	1	1	200	5	10	0	0	0	0	0	0	10	10	10	0			35	9999	
3172	30000	1	4	880	2	7	0	330	330	330	330	330	10	10	10	0	153	9	4700	48	
3173	30000	1	1	200	4	10	0	0	0	0	0	0	10	10	10	0			1	999	
3174	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			100	9999	
3175	30000	1	1	200	5	8	0	0	0	0	0	0	10	10	10	0			135	9999	
3176	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			60	9999	
3177	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			85	9999	
3178	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			45	9999	
3179	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			60	9999	
3180	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			85	9999	
3181	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			60	9999	
3182	30000	1	1	200	5	9	0	0	0	0	0	0	10	10	10	0			60	9999	
3184	30000	1	4	900	3	2	0	67	67	67	67	67	10	10	10	0	148	2		120	
3185	30000	1	4	900	3	8	0	2446	2446	2446	2446	2446	10	10	10	0	148	5		8	
3186	30000	1	4	900	2	5	0	81	81	182	81	81	10	10	10	0	148	6		15	
3187	30000	1	4	900	4	6	0	0	0	0	0	0	10	10	10	0	148	7		2	
3189	30000	1	4	800	2	19	0	45	45	45	45	45	10	10	10	0	153	5		32	
3190	30000	1	1	200	5	1	0	0	0	0	0	0	10	10	10	0			205	9999	
3191	30000	1	4	900	3	2	0	67	67	67	67	67	10	10	10	0	148	3		120	
3192	30000	1	4	900	3	2	0	67	67	67	67	67	10	10	10	0	148	4		120	
3193	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	1	420	999	
3194	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	2	420	999	
3195	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	3	420	999	
3196	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	4	420	999	
3197	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	5	420	999	
3198	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	6	420	999	
3199	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	7	420	999	
3200	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	8	420	999	
3201	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	9	420	999	
3202	30000	8	3	600	1	9	0	30	30	30	30	30	10	10	10	0	155	10	420	999	
3203	30000	11	4	900	2	1	0	810	1822	810	810	810	10	10	10	0	166	1	14420	4	
3204	30000	6	4	880	2	1	0	792	1782	792	792	792	10	10	10	0	164	1	14100	4	
3205	30000	16	4	950	3	6	0	570	1282	570	570	570	10	10	10	0	171	6	10140	24	
3206	30000	16	4	950	2	10	0	414	414	0	400	1442	10	10	10	0	169	6	7610	24	
3207	30000	1	3	600	3	14	0	177	177	399	177	177	10	10	10	0			0	999	
3208	30000	1	3	600	3	14	0	177	177	399	177	177	10	10	10	0			0	999	
3209	30000	12	3	600	3	14	0	599	172	166	0	172	10	10	10	0	173	8	3160	999	
3210	30000	10	3	600	3	14	0	172	0	166	172	599	10	10	10	0	173	9	3160	999	
3211	30000	13	4	900	3	14	0	499	1123	499	499	499	10	10	10	0	172	8	8890	16	
3212	30000	1	3	600	3	14	0	177	399	177	177	177	10	10	10	0	176	11	0	999	
3213	30000	15	4	925	3	14	0	513	513	513	1155	513	10	10	10	0	174	16	9140	16	
3214	30000	16	4	950	3	14	0	494	510	510	0	1779	10	10	10	0	174	12	9380	16	
3215	30000	16	4	950	3	14	0	510	0	494	1779	510	10	10	10	0	175	9	9380	16	
3216	30000	16	4	950	2	11	0	285	285	641	285	285	10	10	10	0	164	10	5070	36	
3217	30000	1	4	880	2	11	0	264	264	594	264	264	10	10	10	0	177	10	0	36	
3218	30000	1	4	880	2	11	0	264	594	264	264	264	10	10	10	0	177	9	0	36	
3219	30000	1	4	880	2	11	0	594	264	264	264	264	10	10	10	0	177	8	0	36	
3220	30000	5	3	600	2	7	0	0	90	420	0	90	10	10	10	0	166	6	1700	999	
3221	30000	1	3	600	2	7	0	90	420	90	0	0	10	10	10	0	177	5	0	999	
3222	30000	7	4	880	2	7	0	264	594	264	264	264	10	10	10	0	164	7	4700	48	
3223	30000	10	4	900	2	7	0	607	270	270	270	270	10	10	10	0	169	3	4800	48	
3224	30000	1	4	1130	2	7	0	1012	290	0	281	290	10	10	10	0	154	5	0	48	
3225	30000	16	4	950	3	7	0	1496	1496	3366	1496	1496	10	10	10	0	175	3	26640	8	
3226	30000	16	4	950	3	7	0	1496	3366	1496	1496	1496	10	10	10	0	174	4	26640	8	
3227	30000	16	4	950	3	7	0	3366	1496	1496	1496	1496	10	10	10	0	175	6	26640	8	
3228	30000	16	4	950	3	14	0	0	510	1779	494	510	10	10	10	0	175	11	9380	16	
3229	30000	11	3	600	2	12	0	1128	2538	1128	1128	1128	10	10	10	0	167	5	20080	999	
3230	30000	1	4	1130	2	12	0	3525	3525	3525	3525	7931	10	10	10	0	154	8	0	5	
3231	30000	8	3	600	2	16	0	129	291	129	129	129	10	10	10	0	164	11	2300	999	
3232	30000	6	3	600	2	16	0	129	129	129	129	291	10	10	10	0	164	12	2300	999	
3233	30000	10	4	900	2	16	0	364	364	364	820	364	10	10	10	0	168	7	6490	32	
3234	30000	1	4	880	2	16	0	356	801	356	356	356	10	10	10	0	177	12	0	32	
3235	30000	9	3	600	2	16	0	291	129	129	129	129	10	10	10	0	168	8	2300	999	
3236	30000	1	3	600	2	16	0	291	129	129	129	129	10	10	10	0	177	13	0	999	
3237	30000	16	4	950	2	16	0	384	384	384	865	384	10	10	10	0	167	8	6850	32	
3238	30000	16	4	950	3	3	0	53	0	0	53	249	10	10	10	0	170	7	1010	100	
3239	30000	9	4	880	2	3	0	435	435	435	980	435	10	10	10	0	167	1	7750	16	
3240	30000	1	4	880	2	3	0	0	408	408	1905	0	10	10	10	0	177	1	0	16	
3241	30000	14	4	925	2	3	0	1545	429	443	443	0	10	10	10	0	167	2	8150	16	
3242	30000	12	4	900	2	3	0	445	1002	445	445	445	10	10	10	0	168	1	7930	16	
3243	30000	1	4	880	2	3	0	435	435	980	435	435	10	10	10	0	181	1	0	16	
3244	30000	1	4	1130	2	3	0	1113	495	495	495	495	10	10	10	0	154	3	0	16	
3245	30000	16	4	970	2	3	0	480	480	480	480	1080	10	10	10	0	166	2	8540	16	
