id,name,icon,category,quality,school,primaryAttribute,score,vitality,spirit,strength,agility,spunk,basicPhysicsShield,basicMagicShield,damageBase,damageRange,attackSpeed,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,haste,hit,strain,surplus,huajing,threat,effectId,embed,strengthen,setId,representId,deprecated
53559,溪云沉,12968,primaryWeapon,5140,万花,spunk,11102,2221,0,0,0,431,0,0,398,266,16,0,0,0,0,0,0,2001,0,2161,0,0,0,0,0,1921,0,0,NULL,3D16D01D13,6,NULL,NULL,0
53560,远山暮,12968,primaryWeapon,5140,万花,spirit,11102,2221,431,0,0,0,0,0,398,266,16,0,0,0,0,0,0,0,2733,2161,0,0,0,0,0,0,0,0,NULL,3D23D00D41,6,NULL,NULL,0
53561,战沧海,12964,primaryWeapon,5140,天策,strength,11102,2221,0,431,0,0,0,0,1354,903,27,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D02D18,6,NULL,NULL,0
53562,镇江河,12964,primaryWeapon,5140,天策,vitality,11102,3001,0,0,0,0,0,0,1354,903,27,817,0,1225,0,0,817,0,0,0,0,0,0,0,1960,490,0,0,NULL,3D03D42D45,6,NULL,NULL,0
53563,梦白驹,12965,primaryWeapon,5140,纯阳,spirit,11102,2221,431,0,0,0,0,0,518,345,21,0,0,0,0,0,0,2001,0,2161,0,0,0,0,0,1921,0,0,NULL,3D16D00D13,6,NULL,NULL,0
53564,今日生,12965,primaryWeapon,5140,纯阳,agility,11102,2221,0,0,431,0,0,0,1036,690,21,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D04D18,6,NULL,NULL,0
53565,花落春山,12967,primaryWeapon,5140,七秀,spirit,11102,2221,431,0,0,0,0,0,518,345,21,0,0,0,0,0,0,2001,0,2161,0,0,0,0,0,1921,0,0,NULL,3D15D00D14,6,NULL,NULL,0
53566,飞鸿,12967,primaryWeapon,5140,七秀,spirit,11102,2221,431,0,0,0,0,0,518,345,21,0,0,0,0,0,0,0,2733,2161,0,0,0,0,0,0,0,0,NULL,3D07D00D41,6,NULL,NULL,0
53567,音尘绝,12970,primaryWeapon,5140,五毒,spirit,11102,2221,431,0,0,0,0,0,398,266,16,0,0,0,0,0,0,2001,0,2161,0,0,0,0,0,1921,0,0,NULL,3D22D00D28,6,NULL,NULL,0
53568,风雨微尘,12970,primaryWeapon,5140,五毒,spirit,11102,2221,431,0,0,0,0,0,398,266,16,0,0,0,0,0,0,0,2733,2161,0,0,0,0,0,0,0,0,NULL,3D29D00D41,6,NULL,NULL,0
53569,兰生幽谷,12971,primaryWeapon,5140,唐门,spunk,11102,2221,0,0,0,431,0,0,797,531,16,0,0,0,0,0,0,2001,0,2161,0,0,0,0,0,1921,0,0,NULL,3D22D01D28,6,NULL,NULL,0
53570,舟在江海,12971,primaryWeapon,5140,唐门,strength,11102,2221,0,431,0,0,0,0,797,531,16,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D02D18,6,NULL,NULL,0
53571,广泽明月,12966,primaryWeapon,5140,藏剑,agility,11102,2221,0,0,431,0,0,0,1036,690,21,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D04D18,6,NULL,NULL,0
53572,云中悲秋,12969,tertiaryWeapon,5140,藏剑,agility,11102,2221,0,0,431,0,0,0,1593,1062,32,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D04D18,6,NULL,NULL,0
53573,人情世路,12973,primaryWeapon,5140,丐帮,strength,11102,2221,0,431,0,0,0,0,1354,903,27,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D02D18,6,NULL,NULL,0
53574,天地万古,12972,primaryWeapon,5140,明教,spunk,11102,2221,0,0,0,431,0,0,797,531,16,0,0,0,0,0,0,2001,0,2161,0,0,0,0,0,1921,0,0,NULL,3D33D01D32,6,NULL,NULL,0
53575,人生百年,12972,primaryWeapon,5140,明教,vitality,11102,3001,0,0,0,0,0,0,797,531,16,817,0,2042,0,0,0,0,0,0,0,0,0,0,653,1797,0,0,NULL,3D03D45D42,6,NULL,NULL,0
53576,关山不越,12974,primaryWeapon,5140,苍云,agility,11102,2221,0,0,431,0,0,0,1195,797,24,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D04D18,6,NULL,NULL,0
53577,长河霜寒,12974,primaryWeapon,5140,苍云,vitality,11102,3001,0,0,0,0,0,0,1195,797,24,817,0,0,2042,11807,0,0,0,0,0,0,0,0,1307,1143,0,0,NULL,3D03D44D42,6,NULL,NULL,0
53578,琴剑江天,12975,primaryWeapon,5140,长歌,spirit,11102,2221,431,0,0,0,0,0,398,266,16,0,0,0,0,0,0,2001,0,2161,0,0,0,0,0,1921,0,0,NULL,3D15D00D14,6,NULL,NULL,0
53579,弦弹夜月,12975,primaryWeapon,5140,长歌,spirit,11102,2221,431,0,0,0,0,0,398,266,16,0,0,0,0,0,0,0,2733,2161,0,0,0,0,0,0,0,0,NULL,3D07D00D41,6,NULL,NULL,0
53580,雪照衣,12976,primaryWeapon,5140,霸刀,strength,11102,2221,0,431,0,0,0,0,1195,797,24,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D02D18,6,NULL,NULL,0
53581,碧涛秋瑟,12977,primaryWeapon,5140,蓬莱,agility,11102,2221,0,0,431,0,0,0,1195,797,24,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D04D18,6,NULL,NULL,0
53582,止水,12978,primaryWeapon,5140,凌雪,agility,11102,2221,0,0,431,0,0,0,1195,797,24,0,0,0,0,0,0,1668,0,2161,0,0,0,0,0,1921,0,0,NULL,3D08D04D18,6,NULL,NULL,0
53583,琴剑江天,13893,primaryWeapon,5140,衍天,magic,11102,2221,0,0,0,431,0,0,797,531,16,0,0,0,0,0,0,2001,0,2161,0,0,0,0,0,1921,0,0,NULL,3D16D01D13,6,NULL,NULL,0
53584,无界囊,811,secondaryWeapon,4000,精简,magic,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,0,0,1401,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53585,无界囊,811,secondaryWeapon,4000,精简,magic,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,934,701,0,0,0,0,0,0,0,NULL,1D27,3,NULL,NULL,0
53586,无界囊,811,secondaryWeapon,4000,精简,magic,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,701,467,0,0,0,0,467,0,0,NULL,1D27,3,NULL,NULL,0
53587,无界囊,811,secondaryWeapon,4000,精简,physics,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,1401,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53588,无界囊,811,secondaryWeapon,4000,精简,physics,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,934,701,0,0,0,0,0,0,0,NULL,1D18,3,NULL,NULL,0
53589,无界囊,811,secondaryWeapon,4000,精简,physics,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,701,467,0,0,0,0,467,0,0,NULL,1D18,3,NULL,NULL,0
53590,无界囊,811,secondaryWeapon,4000,精简,spirit,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,467,467,0,0,0,0,0,0,0,NULL,1D41,4,NULL,NULL,0
53591,无界囊,811,secondaryWeapon,4000,精简,vitality,4320,1401,0,0,0,0,0,0,0,0,0,420,0,420,0,0,0,0,0,0,0,0,0,0,0,234,0,0,NULL,1D39,4,NULL,NULL,0
53592,无界囊,811,secondaryWeapon,4160,精简,magic,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,1458,0,0,0,0,0,0,0,0,NULL,1D38,3,NULL,NULL,0
53593,无界囊,811,secondaryWeapon,4160,精简,magic,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,0,0,0,1020,0,0,0,583,0,0,NULL,1D37,3,NULL,NULL,0
53594,无界囊,811,secondaryWeapon,4160,精简,magic,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,0,559,0,559,0,0,0,486,0,0,NULL,1D38,3,NULL,NULL,0
53595,无界囊,811,secondaryWeapon,4160,精简,physics,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,1458,0,0,0,0,0,0,0,0,NULL,1D21,3,NULL,NULL,0
53596,无界囊,811,secondaryWeapon,4160,精简,physics,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,1020,0,0,0,583,0,0,NULL,1D06,3,NULL,NULL,0
53597,无界囊,811,secondaryWeapon,4160,精简,physics,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,559,0,559,0,0,0,486,0,0,NULL,1D21,3,NULL,NULL,0
53598,无界囊,811,secondaryWeapon,4160,精简,spirit,4492,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,972,486,0,0,0,0,0,0,0,NULL,1D41,4,NULL,NULL,0
53599,无界囊,811,secondaryWeapon,4160,精简,vitality,4492,1458,0,0,0,0,0,0,0,0,0,437,0,0,437,3512,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1D39,4,NULL,NULL,0
53600,无界囊,811,secondaryWeapon,4320,精简,magic,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,1514,0,0,0,NULL,1D37,3,NULL,NULL,0
53601,无界囊,811,secondaryWeapon,4320,精简,magic,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,1059,0,0,0,0,0,605,0,0,NULL,1D38,3,NULL,NULL,0
53602,无界囊,811,secondaryWeapon,4320,精简,magic,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,580,505,580,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53603,无界囊,811,secondaryWeapon,4320,精简,physics,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,1514,0,0,0,NULL,1D18,3,NULL,NULL,0
53604,无界囊,811,secondaryWeapon,4320,精简,physics,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,1059,0,0,0,0,0,605,0,0,NULL,1D21,3,NULL,NULL,0
53605,无界囊,811,secondaryWeapon,4320,精简,physics,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,580,505,580,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53606,无界囊,811,secondaryWeapon,4320,精简,spirit,4665,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,0,0,0,0,0,0,0,0,0,NULL,1D03,4,NULL,NULL,0
53607,无界囊,811,secondaryWeapon,4320,精简,vitality,4665,1514,0,0,0,0,0,0,0,0,0,454,454,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,NULL,1D39,4,NULL,NULL,0
53608,无界囊,811,secondaryWeapon,4480,精简,magic,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,0,1570,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53609,无界囊,811,secondaryWeapon,4480,精简,magic,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,1046,785,0,0,0,0,0,0,0,NULL,1D27,3,NULL,NULL,0
53610,无界囊,811,secondaryWeapon,4480,精简,magic,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,785,523,0,0,0,0,523,0,0,NULL,1D27,3,NULL,NULL,0
53611,无界囊,811,secondaryWeapon,4480,精简,physics,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,0,0,1570,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53612,无界囊,811,secondaryWeapon,4480,精简,physics,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,1046,785,0,0,0,0,0,0,0,NULL,1D18,3,NULL,NULL,0
53613,无界囊,811,secondaryWeapon,4480,精简,physics,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,785,523,0,0,0,0,523,0,0,NULL,1D18,3,NULL,NULL,0
53614,无界囊,811,secondaryWeapon,4480,精简,spirit,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,523,523,0,0,0,0,0,0,0,NULL,1D41,4,NULL,NULL,0
53615,无界囊,811,secondaryWeapon,4480,精简,vitality,4838,1570,0,0,0,0,0,0,0,0,0,471,0,471,0,0,0,0,0,0,0,0,0,0,0,262,0,0,NULL,1D39,4,NULL,NULL,0
53616,无界囊,811,secondaryWeapon,4640,精简,magic,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,0,1626,0,0,0,0,0,0,0,0,NULL,1D38,3,NULL,NULL,0
53617,无界囊,811,secondaryWeapon,4640,精简,magic,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,1138,0,0,0,650,0,0,NULL,1D37,3,NULL,NULL,0
53618,无界囊,811,secondaryWeapon,4640,精简,magic,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,623,0,623,0,0,0,542,0,0,NULL,1D38,3,NULL,NULL,0
53619,无界囊,811,secondaryWeapon,4640,精简,physics,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,0,1626,0,0,0,0,0,0,0,0,NULL,1D21,3,NULL,NULL,0
53620,无界囊,811,secondaryWeapon,4640,精简,physics,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,1138,0,0,0,650,0,0,NULL,1D06,3,NULL,NULL,0
53621,无界囊,811,secondaryWeapon,4640,精简,physics,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,623,0,623,0,0,0,542,0,0,NULL,1D21,3,NULL,NULL,0
53622,无界囊,811,secondaryWeapon,4640,精简,spirit,5011,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,1084,542,0,0,0,0,0,0,0,NULL,1D41,4,NULL,NULL,0
53623,无界囊,811,secondaryWeapon,4640,精简,vitality,5011,1626,0,0,0,0,0,0,0,0,0,488,0,0,488,3917,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1D39,4,NULL,NULL,0
53624,无界囊,811,secondaryWeapon,4800,精简,magic,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,0,0,0,0,0,0,1682,0,0,0,NULL,1D37,3,NULL,NULL,0
53625,无界囊,811,secondaryWeapon,4800,精简,magic,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,1177,0,0,0,0,0,673,0,0,NULL,1D38,3,NULL,NULL,0
53626,无界囊,811,secondaryWeapon,4800,精简,magic,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,645,561,645,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53627,无界囊,811,secondaryWeapon,4800,精简,physics,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,1682,0,0,0,NULL,1D18,3,NULL,NULL,0
53628,无界囊,811,secondaryWeapon,4800,精简,physics,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,1177,0,0,0,0,0,673,0,0,NULL,1D21,3,NULL,NULL,0
53629,无界囊,811,secondaryWeapon,4800,精简,physics,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,645,561,645,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53630,无界囊,811,secondaryWeapon,4800,精简,spirit,5184,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,NULL,1D03,4,NULL,NULL,0
53631,无界囊,811,secondaryWeapon,4800,精简,vitality,5184,1682,0,0,0,0,0,0,0,0,0,505,505,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,NULL,1D39,4,NULL,NULL,0
53632,无界囊,811,secondaryWeapon,4960,精简,magic,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,1738,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53633,无界囊,811,secondaryWeapon,4960,精简,magic,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,1159,869,0,0,0,0,0,0,0,NULL,1D27,3,NULL,NULL,0
53634,无界囊,811,secondaryWeapon,4960,精简,magic,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,869,579,0,0,0,0,579,0,0,NULL,1D27,3,NULL,NULL,0
53635,无界囊,811,secondaryWeapon,4960,精简,physics,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0,0,1738,0,0,0,0,0,0,NULL,1D58,3,NULL,NULL,0
53636,无界囊,811,secondaryWeapon,4960,精简,physics,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,1159,869,0,0,0,0,0,0,0,NULL,1D18,3,NULL,NULL,0
53637,无界囊,811,secondaryWeapon,4960,精简,physics,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,869,579,0,0,0,0,579,0,0,NULL,1D18,3,NULL,NULL,0
53638,无界囊,811,secondaryWeapon,4960,精简,spirit,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,579,579,0,0,0,0,0,0,0,NULL,1D41,4,NULL,NULL,0
53639,无界囊,811,secondaryWeapon,4960,精简,vitality,5356,1738,0,0,0,0,0,0,0,0,0,521,0,521,0,0,0,0,0,0,0,0,0,0,0,290,0,0,NULL,1D39,4,NULL,NULL,0
53640,涅槃,11167,primaryWeapon,4250,少林,spunk,12750,2551,0,0,0,495,0,0,1280,853,27,0,0,0,0,0,0,2373,0,1792,0,2068,689,0,0,0,0,0,NULL,3D19D01D12,8,NULL,NULL,0
53641,荣枯,11168,primaryWeapon,4250,少林,vitality,12750,3447,0,0,0,0,0,0,1280,853,27,1407,2345,1407,938,10848,0,0,0,0,0,0,1876,0,1876,1876,0,0,NULL,3D03D42D43,8,NULL,NULL,0
53642,悲声,11157,primaryWeapon,4250,万花,spunk,12750,2551,0,0,0,495,0,0,376,251,16,0,0,0,0,0,0,2298,0,1792,0,2068,827,0,0,0,0,0,NULL,3D16D01D13,8,NULL,NULL,0
53643,千山月影,11158,primaryWeapon,4250,万花,spirit,12750,2551,495,0,0,0,0,0,376,251,16,0,0,0,0,0,0,0,2805,1792,0,0,1379,0,0,0,0,0,NULL,3D00D23D41,8,NULL,NULL,0
53644,赤乌流火,11165,primaryWeapon,4250,天策,strength,12750,2551,0,495,0,0,0,0,1280,853,27,0,0,0,0,0,0,1854,0,1999,0,2137,689,0,0,0,0,0,NULL,3D08D02D18,8,NULL,NULL,0
53645,神威,11166,primaryWeapon,4250,天策,vitality,12750,3447,0,0,0,0,0,0,1280,853,27,1876,1876,938,1407,10848,0,0,0,0,0,0,1876,0,1876,1876,0,0,NULL,3D03D42D46,8,NULL,NULL,0
53646,霜影玄玑,11171,primaryWeapon,4250,纯阳,spirit,12750,2551,495,0,0,0,0,0,489,326,21,0,0,0,0,0,0,2224,0,2137,0,1999,689,0,0,0,0,0,NULL,3D16D00D13,8,NULL,NULL,0
53647,瀚海长风,11162,primaryWeapon,4250,纯阳,agility,12750,2551,0,0,495,0,0,0,978,652,21,0,0,0,0,0,0,1823,0,2137,0,2068,689,0,0,0,0,0,NULL,3D08D04D18,8,NULL,NULL,0
53648,羲和凰羽,11156,primaryWeapon,4250,七秀,spirit,12750,2551,495,0,0,0,0,0,489,326,21,0,0,0,0,0,0,2298,0,1861,0,2068,758,0,0,0,0,0,NULL,3D15D00D14,8,NULL,NULL,0
53649,沧澜·沉歌,11155,primaryWeapon,4250,七秀,spirit,12750,2551,495,0,0,0,0,0,489,326,21,0,0,0,0,0,0,0,2905,1586,0,0,1379,0,0,0,0,0,NULL,3D00D07D41,8,NULL,NULL,0
53650,蛇影迷蝶,11160,primaryWeapon,4250,五毒,spirit,12750,2551,495,0,0,0,0,0,376,251,16,0,0,0,0,0,0,2261,0,1861,0,2206,689,0,0,0,0,0,NULL,3D22D00D28,8,NULL,NULL,0
53651,咫尺韶华,11161,primaryWeapon,4250,五毒,spirit,12750,2551,495,0,0,0,0,0,376,251,16,0,0,0,0,0,0,0,2938,1517,0,0,1379,0,0,0,0,0,NULL,3D00D29D41,8,NULL,NULL,0
53652,鹫翎诡夺,11163,primaryWeapon,4250,唐门,spunk,12750,2551,0,0,0,495,0,0,753,502,16,0,0,0,0,0,0,2224,0,1861,0,2275,689,0,0,0,0,0,NULL,3D22D01D28,8,NULL,NULL,0
53653,螭首千机,11164,primaryWeapon,4250,唐门,strength,12750,2551,0,495,0,0,0,0,753,502,16,0,0,0,0,0,0,1792,0,1999,0,2275,689,0,0,0,0,0,NULL,3D08D02D18,8,NULL,NULL,0
53654,君行四海,11175,primaryWeapon,4250,藏剑,agility,12750,2551,0,0,495,0,0,0,978,652,21,0,0,0,0,0,0,1854,0,2206,0,1930,689,0,0,0,0,0,NULL,3D08D04D18,8,NULL,NULL,0
53655,鹿卢,11176,tertiaryWeapon,4250,藏剑,agility,12750,2551,0,0,495,0,0,0,1505,1004,32,0,0,0,0,0,0,1854,0,2206,0,1930,689,0,0,0,0,0,NULL,3D08D04D18,8,NULL,NULL,0
53656,厉风炽海,11159,primaryWeapon,4250,丐帮,strength,12750,2551,0,495,0,0,0,0,1280,853,27,0,0,0,0,0,0,1915,0,2206,0,2482,0,0,0,0,0,0,NULL,3D08D02D18,8,NULL,NULL,0
53657,阴阳往极,11169,primaryWeapon,4250,明教,spunk,12750,2551,0,0,0,495,0,0,753,502,16,0,0,0,0,0,0,2224,0,1861,0,2206,758,0,0,0,0,0,NULL,3D33D01D32,8,NULL,NULL,0
53658,圣炎耀尊,11170,primaryWeapon,4250,明教,vitality,12750,3447,0,0,0,0,0,0,753,502,16,1407,1876,1876,938,10848,0,0,0,0,0,0,1876,0,1876,1876,0,0,NULL,3D03D42D45,8,NULL,NULL,0
53659,十律守心·猊焰,11172,primaryWeapon,4250,苍云,agility,12750,2551,0,0,495,0,0,0,1129,753,24,0,0,0,0,0,0,1977,0,1861,0,1999,689,0,0,0,0,0,NULL,3D08D04D18,8,NULL,NULL,0
53660,十律守心·犴魂,11173,primaryWeapon,4250,苍云,vitality,12750,3447,0,0,0,0,0,0,1129,753,24,1407,1876,938,1876,10848,0,0,0,0,0,0,1876,0,1876,1876,0,0,NULL,3D03D42D43,8,NULL,NULL,0
53661,青雀无尘,11178,primaryWeapon,4250,长歌,spirit,12750,2551,495,0,0,0,0,0,376,251,16,0,0,0,0,0,0,2224,0,1930,0,2137,758,0,0,0,0,0,NULL,3D15D00D14,8,NULL,NULL,0
53662,念庭兰,11177,primaryWeapon,4250,长歌,spirit,12750,2551,495,0,0,0,0,0,376,251,16,0,0,0,0,0,0,0,2838,1723,0,0,1379,0,0,0,0,0,NULL,3D00D07D41,8,NULL,NULL,0
53663,沧骨曜月,11179,primaryWeapon,4250,霸刀,strength,12750,2551,0,495,0,0,0,0,1129,753,24,0,0,0,0,0,0,1854,0,1930,0,2206,689,0,0,0,0,0,NULL,3D08D02D18,8,NULL,NULL,0
53664,寒魄玉心,11181,primaryWeapon,4250,蓬莱,agility,12750,2551,0,0,495,0,0,0,1129,753,24,0,0,0,0,0,0,1854,0,2068,0,2068,689,0,0,0,0,0,NULL,3D08D04D18,8,NULL,NULL,0
53665,临渊,12478,primaryWeapon,4250,凌雪,agility,12750,2551,0,0,495,0,0,0,1129,753,24,0,0,0,0,0,0,1915,0,1999,0,1999,689,0,0,0,0,0,NULL,3D08D04D18,8,NULL,NULL,0
53666,青雀无尘,13893,primaryWeapon,4250,衍天,magic,12750,2551,0,0,0,495,0,0,753,502,16,0,0,0,0,0,0,2298,0,1792,0,2068,827,0,0,0,0,0,NULL,3D16D01D13,8,NULL,NULL,0
53667,靖平九州·住世囊,799,secondaryWeapon,4000,少林,spunk,4320,864,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,326,0,841,0,0,0,0,0,0,374,0,NULL,1D17,6,NULL,NULL,0
53668,靖平九州·帝乡囊,799,secondaryWeapon,4000,万花,spunk,4320,864,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,326,0,841,0,0,0,0,0,0,374,0,NULL,1D23,6,NULL,NULL,0
53669,靖平九州·暗天囊,799,secondaryWeapon,4000,万花,spirit,4320,864,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,701,0,0,0,0,0,0,374,0,NULL,1D23,6,NULL,NULL,0
53670,靖平九州·征轩囊,799,secondaryWeapon,4000,天策,strength,4320,864,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,841,0,0,0,0,0,0,374,0,NULL,1D06,6,NULL,NULL,0
53671,靖平九州·倚望囊,799,secondaryWeapon,4000,纯阳,spirit,4320,864,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,841,0,0,0,0,0,0,374,0,NULL,1D23,6,NULL,NULL,0
53672,靖平九州·霜飞囊,799,secondaryWeapon,4000,纯阳,agility,4320,864,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,272,0,841,0,0,0,0,0,0,374,0,NULL,1D06,6,NULL,NULL,0
53673,靖平九州·晚思囊,799,secondaryWeapon,4000,七秀,spirit,4320,864,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,841,0,0,0,0,0,0,374,0,NULL,1D07,6,NULL,NULL,0
53674,靖平九州·暮白囊,799,secondaryWeapon,4000,七秀,spirit,4320,864,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,701,0,0,0,0,0,0,374,0,NULL,1D07,6,NULL,NULL,0
53675,靖平九州·凌霜囊,799,secondaryWeapon,4000,五毒,spirit,4320,864,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,841,0,0,0,0,0,0,374,0,NULL,1D29,6,NULL,NULL,0
53676,靖平九州·九曲囊,799,secondaryWeapon,4000,五毒,spirit,4320,864,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,701,0,0,0,0,0,0,374,0,NULL,1D29,6,NULL,NULL,0
53677,靖平九州·趋庭囊,799,secondaryWeapon,4000,唐门,spunk,4320,864,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,326,0,841,0,0,0,0,0,0,374,0,NULL,1D06,6,NULL,NULL,0
53678,靖平九州·露秋囊,799,secondaryWeapon,4000,唐门,strength,4320,864,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,841,0,0,0,0,0,0,374,0,NULL,1D06,6,NULL,NULL,0
53679,靖平九州·蓟庭囊,799,secondaryWeapon,4000,藏剑,agility,4320,864,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,272,0,841,0,0,0,0,0,0,374,0,NULL,1D06,6,NULL,NULL,0
53680,靖平九州·燕支囊,799,secondaryWeapon,4000,丐帮,strength,4320,864,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,841,0,0,0,0,0,0,374,0,NULL,1D06,6,NULL,NULL,0
53681,靖平九州·海云囊,799,secondaryWeapon,4000,明教,spunk,4320,864,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,326,0,841,0,0,0,0,0,0,374,0,NULL,1D35,6,NULL,NULL,0
