kungfu,index,name,description,icon,version,effectId
莫问,5,入圣,施展“清绝影歌”后本体闪避增加30%，伤害减免增加50%。,7141,1.0.0.3931,
莫问,5,浮影,“清绝影歌”不再产生影子，自身将进入持剑姿态，受到伤害降低40%。,7143,1.0.0.3931,
莫问,6,师襄,“宫”命中有自身持续伤害效果的目标，每个持续伤害效果使“宫”伤害提高6%。,7145,1.0.0.3931,
莫问,6,忘弦,“笑傲光阴”音域生成时若自身在音域范围内，则恢复自身20%气血最大值，解除自身受到的阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果。,7158,1.0.0.3931,
莫问,6,兼山,“云生结海”音域生成时立刻平衡音域范围内所有小队成员当前气血值百分比。,7149,1.0.0.3931,
莫问,6,爻辰,“阳春白雪”下施展“清绝影歌”使“清绝影歌”持续期间无视目标20%内功防御。,7096,1.0.0.3931,
莫问,7,广雅,“宫”运功时间提高1.5秒，伤害提高150%，命中有自身持续伤害效果的目标立刻刷新该效果。,7154,1.0.0.3931,
莫问,7,井仪,持续效果被卸除后，每个持续效果使驱散者2秒内无法运功，最多持续6秒。,7155,1.0.0.3931,
莫问,7,知音,“笑傲光阴”音域减伤效果可对自身小队成员产生作用。,7156,1.0.0.3931,
莫问,7,别鹤,施展“迴梦逐光”将敌对目标拉回记录地点时会将目标定身3秒。,9536,1.0.0.3931,
莫问,8,星落,位于“笑傲光阴”中自身所有招式调息速度提高80%，“笑傲光阴”可以释放二段招式，使“笑傲光阴”音域立刻缩小范围为半径6尺且刷新音域持续时间。,9538,1.0.0.3931,
莫问,8,盏萤,“疏影横斜”每个影子使自身受到的伤害降低15%，施展“移形换影”时将会锁足自身位置及影子位置周围4尺内的3个目标，持续4秒。,7162,1.0.0.3931,
莫问,8,刻梦,“疏影横斜”施展后可在自身位置额外创建一个影子，传送至影子位置不再附带免疫控制效果。,7163,1.0.0.3931,
莫问,8,捣衣,施展“疏影横斜”将自身传送至影子位置后使自身免疫封内效果，持续3秒，该效果时间可累加。,7165,1.0.0.3931,
莫问,8,行云,“商”“角”会心几率提高10%，会心效果提高20%。,13450,1.0.0.3931,
莫问,9,徊影,“清绝影歌”状态下招式“剑·宫”立刻对目标造成一次伤害，可产生剑气，对前方8尺最多6个目标造成阴性内功伤害。,7094,1.0.0.3931,
莫问,9,相依,“孤影化双”持续时间延长8秒，施展“孤影化双”后，残影会在场地中施展两次逐渐向外扩散的环形音波，“莫问”心法下对敌对目标造成2次共计阴性内功伤害，“相知”心法下使友方玩家回复2次共计气血值。,7168,1.0.0.3931,
莫问,9,超然,“孤影化双”调息时间降低45秒，施展返回招式时，不受无法施展内功招式和缴械效果影响，影子被召回8秒内仍然会附着玩家，期间分摊玩家受到伤害的50%，并使自身免疫所有控制效果(击退和被拉除外)。,7169,1.0.0.3931,
莫问,9,书离,“羽”施展后使“徵”无视目标50%内功防御等级，持续5秒，该效果时间可累加。,7132,1.0.0.3931,
莫问,9,绝弦,“迴梦逐光” 调息时间降低20秒，不再生成音域，而是可以直接对敌方目标或者友方目标施展。,14071,1.0.0.3931,
莫问,10,惊弦,“平沙落雁”成功控制目标使其伤害治疗效果提高15%，受到的伤害提高15%。,7108,1.0.0.3931,
莫问,10,贯珠,受到技能伤害超过自身气血最大值10%，则该次伤害降低20%。,7106,1.0.0.3931,
莫问,10,寿生,“杯水留影”使目标复活持续时间延长30秒，复活目标后立刻重置目标所有招式调息时间。,7107,1.0.0.3931,
莫问,10,云汉,“疏影横斜”与“清绝影歌”每产生一个影子在场，使自身伤害招式伤害提高5%，威胁值降低8%。,7105,1.0.0.3931,
莫问,10,停拍,“清绝影歌”下“剑·商”拥有8秒调息时间，向前方10尺刺出一剑造成中等伤害并残留剑气，0.5秒后剑气爆裂，使得目标眩晕，持续2秒。,14068,1.0.0.3931,
莫问,11,参连,“阳春白雪”曲目下，自身阴性基础攻击力提高10%。,7103,1.0.0.3931,
莫问,11,凝眉,“青霄飞羽”调息时间降低5秒，期间自身伤害提高20%，施展后立刻击退自身6尺范围内最多5名敌对玩家。,7111,1.0.0.3931,
莫问,11,剡注,气套路下音域技能调息时间降低20秒。,7112,1.0.0.3931,
莫问,11,啸影,施展“清绝影歌”后方可施展该招式，产生一个残影以琴弦为媒与目标连接，连接期间每秒对目标造成阴性内功伤害，残影会模仿对方招式并对其自动施展，残影连接的持续时间为8秒，连接过程中若残影与目标距离超过15尺，则结束连接状态。,9553,1.0.0.3931,
莫问,11,调律,“徵”每跳命中侠士目标，降低其10%内功防御和外功防御，提高自身10%内功防御和外功防御，持续10秒，可叠加3层。,14067,1.0.0.3931,
莫问,12,鹿鸣,“变宫”伤害提高15%，“高山流水”曲目下每次施展“变宫”将会给目标叠加一层“鹿鸣”效果，“鹿鸣”持续5秒叠加至2层将对目标造成阴性内功会心伤害，“鹿鸣”只能对一个目标生效。,11862,1.0.0.3931,
莫问,12,无尽藏,“阳春白雪”曲目下自身会心效果提高10%“阳春白雪”主动技能调息时间降低2秒。,7115,1.0.0.3931,
莫问,12,楚济,“平沙落雁”曲状态下，使位于自身音域范围内最多5名敌对玩家目标受到的治疗成效降低40%。,7116,1.0.0.3931,
莫问,12,琴音共鸣,移除敌对目标身上2个增益效果，并添加给自身。,7118,1.0.0.3931,
莫问,12,游太清,对敌方侠士目标施展，保存目标技能调息、气血、内力状态，持续7秒，可以施展二段技能，使目标能调息、气血、内力状态恢复至记录的状态，但目标气血值不会低于30%。,14070,1.0.0.3931,
相知,1,雪海,“宫”治疗效果提高10%。,7097,1.0.0.3931,
相知,1,红隙,“宫”会心几率提高10%，会心效果提高10%。,7100,1.0.0.3931,
相知,1,蔚风,“角”每跳为友方玩家目标和自身回复1%内力值，该效果同一时间只能作用一个目标。,7102,1.0.0.3931,
相知,2,太和,“徵”运功不会被打退，治疗效果提高20%。,7119,1.0.0.3931,
相知,2,秋鸿,“徵”内力消耗降低15%，可对目标及其半径20尺范围内小队成员产生治疗效果。,7121,1.0.0.3931,
相知,2,风入松,施展“角”使自身和目标移动速度提高30％，持续4秒。,7079,1.0.0.3931,
相知,3,枕流,“变宫”治疗效果提高15%，“高山流水”曲目下每次施展“变宫”将会给目标叠加一层“枕流”效果，“枕流”持续8秒叠加至2层将对目标造成会心治疗效果，“枕流”只能对一个目标生效。,7956,1.0.0.3931,
相知,3,争簇,“徵”作用效果降低20%，每0.5秒产生一次作用效果，持续3秒。,7126,1.0.0.3931,
相知,3,洞天,自身所有持续效果每跳造成的效果递增12%。,7127,1.0.0.3931,
相知,3,石间意,施展“梅花三弄”主动招式，使目标免疫控制效果(击退和被拉除外)和封内效果，持续3秒，若“梅花三弄”盾提前消失则此效果消失。,7129,1.0.0.3931,
相知,4,流音,受到伤害重伤时自身影子将对自身施展“杯水留影”，该效果将不受“杯水留影”秘籍影响。,7136,1.0.0.3931,
相知,4,织心,“羽”治疗成效提高30%，施展后使“徵”会心几率提高10%，会心效果提高10%，持续10秒，该效果时间可累加。,7133,1.0.0.3931,
相知,4,殊曲,自身所有持续效果作用间隔缩短1秒，总持续时间保持不变。,7134,1.0.0.3931,
相知,4,一指回鸾,为友方目标卸除混元性内功不利效果、阳性内功不利效果、阴性内功不利效果、毒性内功不利效果各一个。,7045,1.0.0.3931,
相知,5,谪仙,“徵”立刻对目标产生治疗效果。,7137,1.0.0.3931,
相知,5,超然,“孤影化双”调息时间降低45秒，施展返回招式时，不受无法施展内功招式和缴械效果影响，影子被召回8秒内仍然会附着玩家，期间分摊玩家受到伤害的50%，并使自身免疫所有控制效果(击退和被拉除外)。,7169,1.0.0.3931,
相知,5,寒酒,“梅花三弄”盾效果持续时间延长60%。,7142,1.0.0.3931,
相知,5,温语,“梅花三弄”伤害吸收量提高5%，命中气血值低于50%的目标，伤害吸收量再额外提高40%。,7144,1.0.0.3931,
相知,6,自赏,“宫”可对目标12尺范围内额外3个团队成员造成治疗效果。,7146,1.0.0.3931,
相知,6,引芳,“宫”不再需要运功，立刻对目标造成治疗效果，并使目标每3秒受到一次治疗效果，持续18秒。,7148,1.0.0.3931,
相知,6,犹香,“梅花三弄”盾也会治疗目标，数值相当于伤害吸收量的50%。,7150,1.0.0.3931,
相知,6,平吟,“梅花三弄”效果消失后获得的“寒梅”减伤效果，可在8秒内持续减免伤害。,7151,1.0.0.3931,
相知,7,寸光阴,“宫”成功运功命中有自身持续治疗效果的目标，有50%几率为目标及其小队20尺范围内所有友方队友添加该持续效果。,7153,1.0.0.3931,
相知,7,井仪,持续效果被卸除后，每个持续效果使驱散者2秒内无法运功，最多持续6秒。,7155,1.0.0.3931,
相知,7,笙簧,“梅花三弄”盾持续时间结束时若仍拥有最大吸收量且目标在战斗状态，则自动刷新盾的持续时间。,7157,1.0.0.3931,
相知,7,乐情,“笑傲光阴”调息时间降低7秒，音域减伤效果可对自身小队成员产生作用，自身减伤效果提高至70%。,7161,1.0.0.3931,
相知,8,诗上,“宫”成功运功后有35%几率，“徵”每跳有15%几率使自身获得诗上效果：使下一个“羽”无视目标受控状态，技能效果提高30%，持续15秒，可叠加3层。,7160,1.0.0.3931,
相知,8,绝唱,“梅花三弄”若提前消失，则减少目标身上“落梅”效果持续时间，数值为“梅花三弄”剩余持续时间的60%。,7117,1.0.0.3931,
相知,8,兼山,“云生结海”音域生成时立刻平衡音域范围内所有小队成员当前气血值百分比并恢复20%气血最大值。,7149,1.0.0.3931,
相知,8,捣衣,施展“疏影横斜”将自身传送至影子位置后使自身免疫封内效果，持续3秒，该效果时间可累加。,7165,1.0.0.3931,
相知,8,行云,“商”“角”会心几率提高10%，会心效果提高20%。,13450,1.0.0.3931,
相知,9,凝绝,施展任何疗伤招式会心后使自身基础加速率提高5%，持续12秒。,7167,1.0.0.3931,
相知,9,相依,“孤影化双”持续时间延长8秒，施展“孤影化双”后，残影会在场地中施展两次逐渐向外扩散的环形音波，“莫问”心法下对敌对目标造成2次共计阴性内功伤害，“相知”心法下使友方玩家回复2次共计气血值。,7168,1.0.0.3931,
相知,9,鸣鸾,“羽”会心提高20%，会心效果提高20%，充能时间变为15秒，命中有自身持续效果的目标，可随机刷新一个持续效果并使之立刻生效。,7164,1.0.0.3931,
相知,9,天音知脉,“梅花三弄”曲风下，施展“羽”消除目标“落梅”效果，并使自身下一次“梅花三弄”必会心。,7170,1.0.0.3931,
相知,9,绕梁,“梅花三弄”只对一个目标生效，治疗成效提高100%。若“梅花三弄”提前消失，使得目标“寒梅”效果期间，受到治疗成效提高10%。,11865,1.0.0.3931,
相知,10,棋宫,“阳春白雪”曲目下，自身治疗基础值提高10%。,7104,1.0.0.3931,
相知,10,贯珠,受到技能伤害超过自身气血最大值10%，则该次伤害降低20%。,7106,1.0.0.3931,
相知,10,寿生,“杯水留影”使目标复活持续时间延长30秒，复活目标后立刻重置目标所有招式调息时间。,7107,1.0.0.3931,
相知,10,庄周梦,“梅花三弄”持续期间，目标伤害招式无视目标15%内外功防御等级。,9555,1.0.0.3931,
相知,10,不器,传送“疏影横斜”后，使得自身下一个“徵”运功时间不变，增加两跳治疗效果。,12720,1.0.0.3931,
相知,11,掷杯,施展任何疗伤招式命中气血值低于50%的目标，使自身基础治疗效果提高10%，持续12秒。,7110,1.0.0.3931,
相知,11,凝眉,“青霄飞羽”调息时间降低5秒，施展后立刻击退自身6尺范围内最多5名敌对玩家。,7111,1.0.0.3931,
相知,11,剡注,气套路下音域技能调息时间降低20秒。,7112,1.0.0.3931,
相知,11,大韶,“云生结海”“笑傲光阴”无需运功可直接释放。,7113,1.0.0.3931,
相知,11,古道,“青霄飞羽”期间自身受到伤害降低20%，施展治疗招式命中目标使得目标额外回复1.5%的最大气血值。,14066,1.0.0.3931,
相知,12,思议,“高山流水”主动技能状态期间运功不会被打退、打断，不受无法施展内功招式和缴械效果的影响。,7114,1.0.0.3931,
相知,12,无尽藏,“阳春白雪”主动技能调息时间降低2秒。,7115,1.0.0.3931,
相知,12,桑柔,“梅花三弄”持续期间，目标每次造成伤害，盾也会追加一次伤害。自身治疗量越高，伤害越高。每个盾每4秒最多触发一次。,11863,1.0.0.3931,
相知,12,琴音共鸣,移除敌对目标身上2个增益效果，并添加给自身。,7118,1.0.0.3931,
相知,12,游太清,对敌方侠士目标施展，保存目标技能调息、气血、内力状态，持续7秒，可以施展二段技能，使目标能调息、气血、内力状态恢复至记录的状态，但目标气血值不会低于30%。,14070,1.0.0.3931,
北傲诀,1,龙息,“项王击鼎”伤害提高10%。,8545,1.0.0.3931,
北傲诀,1,虎踞,“项王击鼎”会心几率提高10%，会心效果提高10%。,8536,1.0.0.3931,
北傲诀,1,孤漠,“龙骧虎步”会心几率提高15%，会心后回复狂意、刀魂、气劲提高至15点。,8523,1.0.0.3931,
北傲诀,2,归酣,“上将军印”调息时间降低5秒，消耗的狂意减少5点，每段伤害命中目标则使自身调息时间降低1秒，此效果最多作用5次。,8639,1.0.0.3931,
北傲诀,2,沧雪,“项王击鼎”三段触发的持续范围伤害每跳伤害递增10%。,8527,1.0.0.3931,
北傲诀,2,碎影,“闹须弥”释放后获得一次“碎江天”施展机会。,8519,1.0.0.3931,
北傲诀,3,冥鼓,“刀啸风吟”会心几率提高10%，会心效果提高10%。,8507,1.0.0.3931,
北傲诀,3,阳关,“上将军印”伤害提高20%，无视目标20%的外功防御。,8532,1.0.0.3931,
北傲诀,3,照野,“西楚悲歌”附带的重力效果大幅提高，其内附带“坚壁清野”残留伤害效果。,13366,1.0.0.3931,
北傲诀,3,疏狂,“西楚悲歌”不再生成刀气障碍，伤害范围扩大至12尺，范围内小队成员基础攻击力提高30%，持续12秒。,8638,1.0.0.3931,
北傲诀,4,化蛟,“醉斩白蛇”运功期间每跳伤害递增20%。,8642,1.0.0.3931,
北傲诀,4,霜天,“上将军印”连续命中的目标每次受到的伤害提高15%。,8542,1.0.0.3931,
北傲诀,4,连兵,“割据秦宫”每段命中目标使“项王击鼎”三段触发的持续群体伤害持续时间增加1秒，最多增加3秒。,8538,1.0.0.3931,
北傲诀,4,息声,“雷走风切”会心几率提高20%，会心效果提高20%，命中运功状态的目标无法运功时间延长2秒。,8520,1.0.0.3931,
北傲诀,5,含风,“刀啸风吟”施展后使自身会心几率提高4%，会心效果提高4%，气劲消耗降低10%，持续10秒，可以叠加2层。,8513,1.0.0.3931,
北傲诀,5,啸吒,“醉斩白蛇”每跳有15%几率使下一个“刀啸风吟”无需运功且附带击退效果。,8514,1.0.0.3931,
北傲诀,5,击瑕,“秀明尘身”套路下招式消耗狂意降低20%，命中锁足、眩晕、倒地目标伤害提高15%。,8509,1.0.0.3931,
北傲诀,5,吞楚,“碎江天”使目标受到的疗伤成效降低50%，持续12秒。,8512,1.0.0.3931,
北傲诀,6,临江,施展“秀明尘身”套路招式，额外对自身正面6尺60度范围最多5个目标造成外功伤害。,11906,1.0.0.3931,
北傲诀,6,行泽,“醉斩白蛇”消耗的气劲增加10点，命中目标并使目标无法施展轻功、移动速度降低20%，持续2秒。,8537,1.0.0.3931,
北傲诀,6,逐鹿,“项王击鼎”每段会心都使三段触发的持续群体伤害持续时间增加0.5秒，最多增加1.5秒。,8539,1.0.0.3931,
北傲诀,6,空痕,“松烟竹雾”体态下“松烟效果”，上限提高到5层，且“松烟竹雾”体态下释放“殷雷腿”套路技能，伤害提高30%。,8644,1.0.0.3931,
北傲诀,7,斩纷,“醉斩白蛇”施展后立刻对目标造成伤害。,8522,1.0.0.3931,
北傲诀,7,百战,“楚河汉界”血量提高100%，持续时间增加2秒。,8453,1.0.0.3931,
北傲诀,7,分疆,“上将军印”能额外劈出2刀伤害。,8516,1.0.0.3931,
北傲诀,7,降麒式,若累积施展6斩“擒龙六斩”，可施展当前招式，“松烟竹雾”体态进入“爆体”状态，立即重置“殷雷腿”套路下招式，免疫任何控制效果，伤害提高30%，自身加速提高20%，持续15秒。,8555,1.0.0.3931,
北傲诀,8,星火,体质和力道提高10%。,8641,1.0.0.3931,
北傲诀,8,腾雾,“雪絮金屏”体态下攻击招式施展距离提高5尺，运功不会被打退。,8535,1.0.0.3931,
北傲诀,8,雾晓,“松烟竹雾”体态下移速效果额外增加10%，降低被命中几率效果额外增加5%。,8541,1.0.0.3931,
北傲诀,8,王印,“秀明尘身”体态下招式施展范围增加1尺，控制时间增加1秒。,8530,1.0.0.3931,
北傲诀,8,霜轮,消耗“松烟”效果施展“龙骧虎步”，若命中目标气血值高于70%，还将额外造成外功伤害。,13368,1.0.0.3931,
北傲诀,9,楚歌,命中气血值低于40%的目标，招式会心提高10%，会心效果提高10%。,8643,1.0.0.3931,
北傲诀,9,辟海,“楚河汉界”不再生成刀气障碍，召唤闪电貂对前方20尺最多5个目标造成外功伤害并摧毁敌对刀气效果。,8645,1.0.0.3931,
北傲诀,9,易水,“西楚悲歌”施展后解除自身受控状态并使范围内小队成员受到的伤害降低30%。,8531,1.0.0.3931,
北傲诀,9,秋瑟,“散流霞”施展后立刻卸除自身阳性、阴性、混元、毒性、点穴、持续伤害不利效果各两个，效果期间施展技能不会解除无法选中状态。,8533,1.0.0.3931,
北傲诀,9,惊鸿,“破釜沉舟”会心提高10%，会心效果提高10%，若招式会心则返还4秒调息时间。,14062,1.0.0.3931,
北傲诀,10,绝期,“闹须弥”流血效果伤害提高30%且自身伤害招式命中目标后有30%的几率刷新流血效果持续时间。,8518,1.0.0.3931,
北傲诀,10,重激,“割据秦宫”调息时间降低2秒，每段命中目标，使自身下一次招式伤害分别提高10%、20%、30%。,8540,1.0.0.3931,
北傲诀,10,曳鼎,“楚河汉界”变为2层充能招式，充能时间40秒。,8544,1.0.0.3931,
北傲诀,10,流影,“碎江天”消耗的刀魂增加5点，“碎江天”施展后额外多获得一层“松烟”效果，使自身闪避几率提高100%，持续2秒。,8528,1.0.0.3931,
北傲诀,10,掠关,施展“雷走风切”命中目标，获得可以格挡15%最大气血值的伤害吸收盾，持续6秒。,13367,1.0.0.3931,
北傲诀,11,冷川,体态能量上限提高20点，战斗状态下非当前体态能量回复速度提高100%。,8526,1.0.0.3931,
北傲诀,11,裁骨,“雪絮金屏”体态下刀气障碍会将触碰到的敌方目标击退并眩晕2秒，最多对10个目标生效。,8635,1.0.0.3931,
北傲诀,11,重烟,“秀明尘身”体态下自身所有招式调息速度提高30%。,8636,1.0.0.3931,
北傲诀,11,势孤,“松烟竹雾”体态下受到的锁足、定身、眩晕控制效果持续时间降低50%且每秒恢复自身0.4%自身气血最大值。,8640,1.0.0.3931,
北傲诀,11,砺锋,“醉斩白蛇”每跳伤害会心使“刀啸风吟”伤害提高20%，可叠加3层，持续15秒。,8575,1.0.0.3931,
北傲诀,12,心镜,“坚壁清野”刀气残留时间增加5秒，“雪絮金屏”体态下施展伤害招式命中处于自身“坚壁清野”区域内的敌对目标，招式会心几率提高20%，会心效果提高20%。,8553,1.0.0.3931,
北傲诀,12,冻土,“坚壁清野”调息时间降低10秒，不再附带持续伤害效果，首次伤害提高40%并附带4秒锁足效果。,8508,1.0.0.3931,
北傲诀,12,寒衣,“楚河汉界”存在期间，自身受到的50%伤害由“楚河汉界”承担。,8517,1.0.0.3931,
北傲诀,12,渊冰,“封渊震煞”调息时间降低5秒，可以透支2次。,8637,1.0.0.3931,
北傲诀,12,横断山河,金屏体态下可以施展，消耗25点气劲，冲向目标，造成外功伤害并击飞目标，若目标被击飞，可以施展二段技能冲刺至目标身边造成外功伤害进行斩击，造成外功伤害并击落，自身随即跳跃落地，再对目标造成外功伤害。,11907,1.0.0.3931,
凌海诀,1,海隅,“击水三千”伤害提高10%。,10760,1.0.0.3931,
凌海诀,1,江汉,“击水三千”三段效果附带一次击退效果。,10855,1.0.0.3931,
凌海诀,1,渊壑,“海运南冥”无需选中目标释放，对自身范围8尺内敌人造成伤害，最多作用5个目标。,10856,1.0.0.3931,
凌海诀,2,苍梧,“木落雁归”伤害提高10%，释放距离增加6尺。,10882,1.0.0.3931,
凌海诀,2,扶桑,“翼绝云天”伤害提升10%，每次命中目标回复自身4%内力最大值。,10768,1.0.0.3931,
凌海诀,2,昆山,“跃潮斩波”伤害提高10%，能对目标周围6尺范围内最多6个目标造成伤害。,10853,1.0.0.3931,
凌海诀,3,羽彰,“翼绝云天”每次命中目标，使自身外功破防等级提高3%，持续12秒，最多可叠加5层。,10863,1.0.0.3931,
凌海诀,3,乘龙,撑伞状态结束受到的伤害降低20%，自身免疫控制（击退和被拉除外），持续4秒。,10837,1.0.0.3931,
凌海诀,3,逐风,“撑伞浮空”状态下受到的伤害降低30%。,10631,1.0.0.3931,
凌海诀,3,驾鸾,“振翅图南”调息时间降低5秒，施展时对目标区域立即造成一次伤害。,10827,1.0.0.3931,
凌海诀,4,清源,“物化天行”过程中施展“碧海缥缈掌”套路下伤害招式不再附带冲刺及控制效果，并降低“定波砥澜”“浮游天地”1秒调息时间。,10764,1.0.0.3931,
凌海诀,4,遥思,“溟海御波”变为2层充能技，施展过程中受到的伤害降低20%。,10857,1.0.0.3931,
凌海诀,4,冥意,“逐波灵游”攻击距离提高到20尺，技能最终根据高度差决定最终伤害，高度越高伤害越高。,10760,1.0.0.3931,
凌海诀,4,凝气,在非浮空姿态下，释放“逸尘步虚”时返还5秒“跃潮斩波”调息时间。,10813,1.0.0.3931,
凌海诀,5,澄穆,“疾电叱羽”吸收的伤害提高到身法的70倍效果，每秒回复范围内小队成员2%气血最大值，2%内力最大值。,10877,1.0.0.3931,
凌海诀,5,兰棹,“疾电叱羽”可对目标点释放，且每秒卸除范围内队友阴性、混元性、阳性、毒性、点穴不利效果各一个。,10884,1.0.0.3931,
凌海诀,5,太息,“浮游天地·落地”会对自身周围4尺范围最多6个目标造成外功伤害，释放后使自身获得的外功基础攻击提高效果增加至20%，持续8秒。,10812,1.0.0.3931,
凌海诀,5,冯夷,“物化天行”变为3层充能招式，施展后返还“海运南冥”“溟海御波”5秒调息时间。,10872,1.0.0.3931,
凌海诀,6,伞意,撑伞状态结束自身伤害提高10%，持续6秒。,10762,1.0.0.3931,
凌海诀,6,遨宇,施展“逸尘步虚”后降低“物化天行”5秒调息时间，并增加自身10%减伤，最多3层，持续10秒。,10876,1.0.0.3931,
凌海诀,6,辰极,“浮游天地”施展后7秒内，在半径20尺区域内施展“逸尘步虚”不消耗充能次数。此效果不在李渡鬼域、绝境战场等场景生效。,10861,1.0.0.3931,
凌海诀,6,谒宫,“碧海缥缈掌”套路下招式会心几率提高10%，可在地面施展。,10870,1.0.0.3931,
凌海诀,7,游心,“逸尘步虚”若成功闪避招式，则使自身10秒内“海运南冥”“溟海御波”“逐波灵游”“跃潮斩波”伤害提高20%，最多触发3次。,10643,1.0.0.3931,
凌海诀,7,鸿轨,8秒内连续对同一目标施展2次物化天行后，使自身获得20%气血最大值伤害吸收盾持续6秒。,10917,1.0.0.3931,
凌海诀,7,奋翼,对击倒状态的目标伤害提高15%。,10841,1.0.0.3931,
凌海诀,7,罔象,“振翅图南”对静止目标伤害提高20%。,10752,1.0.0.3931,
凌海诀,8,怅归,“定波砥澜”变为2层充能招式，不再具有防守反击效果，变为蓄力范围攻击，完整蓄力后生成一个“驰风震域”的浪潮，持续6秒。,10840,1.0.0.3931,
凌海诀,8,崔嵬,“定波砥澜”不再具有防守反击效果，3秒内减伤增加到80%并免疫控制效果，期间每受到一次攻击降低2秒调息时间。,10875,1.0.0.3931,
凌海诀,8,凌霄,“浮游天地”伤害提高20%，能挑飞范围内敌对目标。,10867,1.0.0.3931,
凌海诀,8,跃潮,撑伞浮空状态下施展“跃潮斩波”，使目标受到的疗伤成效降低50%，持续8秒。,10864,1.0.0.3931,
凌海诀,8,烟涛,“定波砥澜”反击标示期间没有受到攻击也会在之后对前方8尺范围敌方目标造成一次100%伤害的“定波砥澜·反击”。“定波砥澜·反击”使得自身“风起云扬诀”套路招式提高20%的会心几率，每命中一个目标持续时间提高1.5秒。,14112,1.0.0.3931,
凌海诀,9,藏锋,“浮游天地”变为2层充能招式，充能时间23秒。,10851,1.0.0.3931,
凌海诀,9,溯徊,在非浮空姿态下，施展“跃潮斩波”命中目标后，形成一个“驰风震域”的浪潮。,10869,1.0.0.3931,
凌海诀,9,横绝,“驭羽骋风”变为2层充能，充能时间40秒，可对目标范围施展，快速持雕冲刺至目标位置，至少冲刺8尺，冲刺过程中无法被选中，3秒内可施展二段技能，快速回到冲刺前位置，对路径上敌人造成外功伤害，并眩晕2秒。,10751,1.0.0.3931,
凌海诀,9,倾盖,“驭羽骋风”调息时间降低20秒，能对友方目标施展，解除目标受控状态，指挥海雕立即把队友带离险境带到自身位置。,10874,1.0.0.3931,
凌海诀,9,青冥,海雕施展“翼绝云天”攻击目标将有30%几率使目标获得“破绽”，持续4秒，期间自身攻击目标将击中“破绽”，并造成外功伤害，使目标每2秒受到50点外功伤害，持续10秒。,14108,1.0.0.3931,
凌海诀,10,驰行,“振翅图南”飓风持续时间增加2秒，自身处于飓风效果范围内，施展“碧海缥缈掌”套路下招式伤害提高20%。,10753,1.0.0.3931,
凌海诀,10,神降,施展“逸尘步虚”后使自身下一个“跃潮斩波”会心提高10%，会心效果提高10%，效果最多叠加5层。,10918,1.0.0.3931,
凌海诀,10,空桑舞瑟,命令雕猛扑目标，对其周围4尺内最多5个敌对目标造成外功伤害，并击倒3秒。,10766,1.0.0.3931,
凌海诀,10,翔极碧落,命令海雕猛扑目标，造成外功伤害，若其正在运功，则将运功打断并使其沉默4秒。,10810,1.0.0.3931,
凌海诀,10,镜壁,施展“振翅图南”，形成的飓风范围提高2尺，立即对目标前方矩形范围造成一次击退效果。,13408,1.0.0.3931,
凌海诀,11,梦悠,自身处于“驰风震域”中施展招式无视目标40%防御。,10859,1.0.0.3931,
凌海诀,11,无涯,“驰风震域”持续时间减少4秒，使处于“驰风震域”外的目标，对处于“驰风震域”内的目标无法施展招式。,10881,1.0.0.3931,
凌海诀,11,穹庐,施展“驭羽骋风”清除全部“浮游天地”调息时间。,10852,1.0.0.3931,
凌海诀,11,鸿渐于飞,一段冲向目标把目标周围敌对目标挑飞造成100%武器伤害外加，二段连续对自身前方敌对目标造成100%武器伤害外加，三段立即击落自身前方敌对目标造成100%武器伤害外加。,10842,1.0.0.3931,
凌海诀,11,连涯,“逸尘步虚”变为3层充能招式，充能时间10秒，冲刺距离缩短。,10919,1.0.0.3931,
凌海诀,12,征夷,“逸尘步虚”释放后使自身无法被选中。,10771,1.0.0.3931,
凌海诀,12,濯流,在“驰风震域”的浪潮中施展“浮游天地”调息时间减少7秒，施展后会生成“振翅图南”的飓风，持续5秒。,10824,1.0.0.3931,
凌海诀,12,时移,“疾电叱羽”范围效果内，使小队成员免疫控制效果。,10873,1.0.0.3931,
凌海诀,12,澹然若海,对地上猛击一掌，激起千层浪震飞对手，造成外功伤害，如果自身在“驰风震域”范围内，会在原地出现水龙卷，随机跟踪被击中的目标，威力巨大，范围内减速70%，并被击浮空，持续6秒。招式调息50秒。,10858,1.0.0.3931,
凌海诀,12,飞倾列缺,在目标区域生成伞影，对得目标区域最多3个目标造成外功伤害并定身，持续2秒，随即伞影浮空对下方8尺范围最多3个目标造成外功伤害并拉向空中，期间召唤海雕对伞影周围8尺范围内最多3个目标持续造成8次外功伤害。该伤害会被平摊到每个目标上。,14113,1.0.0.3931,
隐龙诀,1,星旗,“星垂平野”伤害提高10%。,12111,1.0.0.3931,
隐龙诀,1,松寒,“骤雨寒江”会对目标周围6尺范围内额外5个目标造成伤害和控制效果。,12115,1.0.0.3931,
隐龙诀,1,长绝,“星垂平野”会心几率提高10%，第三段会额外造成眩晕效果，持续2秒。,12389,1.0.0.3931,
隐龙诀,2,秋霁,“金戈回澜”对距离超过8尺的目标施展，造成额外15%伤害。,12400,1.0.0.3931,
隐龙诀,2,隐鳞,“血覆黄泉”释放距离和维持距离均提高5尺。,12097,1.0.0.3931,
