P_ID,uiId,iconID,name,menpai,xinfa,type,quality,score,body,spirit,strength,agility,spunk,basicPhysicsShield,basicMagicShield,damageBase,damageRange,attackSpeed,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,acce,hit,strain,huajing,threat,texiao,xiangqian,strengthen,dropSource
43462,竞技场,12153,龙游四海·迷意鞋,10,4,5,2860,3603,721,0,149,0,0,117,94,0,0,0,0,0,0,0,0,0,248,0,0,0,665,0,0,0,277,0,-2373,2D39D18,6,竞技场
43463,竞技场,12202,龙游四海·客愁履,5,2,5,2860,3603,721,0,0,0,149,94,117,0,0,0,0,0,0,0,0,0,298,0,0,0,665,0,0,0,277,0,-2374,2D39D32,6,竞技场
43464,竞技场,12226,龙游四海·焰光战靴,12,5,5,2860,3603,721,0,0,149,0,117,94,0,0,0,0,0,0,0,0,0,248,0,0,0,665,0,0,0,277,0,-2375,2D39D18,6,竞技场
43465,竞技场,12238,龙游四海·恣情靴,13,3,5,2860,3603,721,149,0,0,0,94,117,0,0,0,0,0,0,0,0,0,298,0,0,0,665,0,0,0,277,0,-2376,2D39D14,6,竞技场
43466,竞技场,12238,龙游四海·延年靴,13,6,5,2860,3603,721,149,0,0,0,94,117,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,277,0,-2377,2D41D39,6,竞技场
43467,竞技场,12244,龙游四海·本心靴,14,4,5,2860,3603,721,0,149,0,0,117,94,0,0,0,0,0,0,0,0,0,248,0,0,0,665,0,0,0,277,0,-2378,2D39D18,6,竞技场
43468,竞技场,12255,龙游四海·无憾靴,15,5,5,2860,3603,721,0,0,149,0,117,94,0,0,0,0,0,0,0,0,0,248,0,0,0,665,0,0,0,277,0,-2379,2D39D18,6,竞技场
43469,竞技场,12171,龙游四海·捧玉鞋,16,5,5,2860,3603,721,0,0,149,0,117,94,0,0,0,0,0,0,0,0,0,248,0,0,0,665,0,0,0,277,0,-2380,2D39D18,6,竞技场
43470,竞技场,12195,龙游四海·守谷裤,3,2,7,2860,5148,1030,0,0,0,213,168,211,0,0,0,0,0,0,0,0,0,426,0,951,0,0,0,0,0,396,0,,2D01D17,6,竞技场
43471,竞技场,12146,龙游四海·藏诗裤,2,2,7,2860,5148,1030,0,0,0,213,168,211,0,0,0,0,0,0,0,0,0,426,0,951,0,0,0,0,0,396,0,,2D01D23,6,竞技场
43472,竞技场,12146,龙游四海·十少裤,2,6,7,2860,5148,1030,213,0,0,0,168,211,0,0,0,0,0,0,0,0,0,0,460,792,0,0,0,0,0,396,0,,2D41D52,6,竞技场
43473,竞技场,12189,龙游四海·不悔护腿,9,4,7,2860,5148,1030,0,213,0,0,211,168,0,0,0,0,0,0,0,0,0,355,0,951,0,0,0,0,0,396,0,,2D02D06,6,竞技场
43474,竞技场,12219,龙游四海·仙韵裤,8,3,7,2860,5148,1030,213,0,0,0,168,211,0,0,0,0,0,0,0,0,0,426,0,951,0,0,0,0,0,396,0,,2D00D23,6,竞技场
43475,竞技场,12219,龙游四海·共气裤,8,5,7,2860,5148,1030,0,0,213,0,211,168,0,0,0,0,0,0,0,0,0,355,0,951,0,0,0,0,0,396,0,,2D04D06,6,竞技场
43476,竞技场,12140,龙游四海·不谙下裳,6,3,7,2860,5148,1030,213,0,0,0,168,211,0,0,0,0,0,0,0,0,0,426,0,951,0,0,0,0,0,396,0,,2D00D07,6,竞技场
43477,竞技场,12140,龙游四海·红颜下裳,6,6,7,2860,5148,1030,213,0,0,0,168,211,0,0,0,0,0,0,0,0,0,0,460,792,0,0,0,0,0,396,0,,2D41D52,6,竞技场
43478,竞技场,12158,龙游四海·暗许下裳,7,3,7,2860,5148,1030,213,0,0,0,168,211,0,0,0,0,0,0,0,0,0,426,0,951,0,0,0,0,0,396,0,,2D00D29,6,竞技场
43479,竞技场,12158,龙游四海·蹊径下裳,7,6,7,2860,5148,1030,213,0,0,0,168,211,0,0,0,0,0,0,0,0,0,0,460,792,0,0,0,0,0,396,0,,2D41D52,6,竞技场
43480,竞技场,12183,龙游四海·肃命护腿,4,2,7,2860,5148,1030,0,0,0,213,168,211,0,0,0,0,0,0,0,0,0,426,0,951,0,0,0,0,0,396,0,,2D01D06,6,竞技场
43481,竞技场,12183,龙游四海·初倦护腿,4,4,7,2860,5148,1030,0,213,0,0,211,168,0,0,0,0,0,0,0,0,0,355,0,951,0,0,0,0,0,396,0,,2D02D06,6,竞技场
43482,竞技场,12231,龙游四海·昔年裤,11,5,7,2860,5148,1030,0,0,213,0,211,168,0,0,0,0,0,0,0,0,0,355,0,951,0,0,0,0,0,396,0,,2D04D06,6,竞技场
43483,竞技场,12152,龙游四海·迷意裤,10,4,7,2860,5148,1030,0,213,0,0,211,168,0,0,0,0,0,0,0,0,0,355,0,951,0,0,0,0,0,396,0,,2D02D06,6,竞技场
43484,竞技场,12201,龙游四海·客愁裤,5,2,7,2860,5148,1030,0,0,0,213,168,211,0,0,0,0,0,0,0,0,0,426,0,951,0,0,0,0,0,396,0,,2D01D35,6,竞技场
43485,竞技场,12225,龙游四海·焰光护腿,12,5,7,2860,5148,1030,0,0,213,0,211,168,0,0,0,0,0,0,0,0,0,355,0,951,0,0,0,0,0,396,0,,2D04D06,6,竞技场
43486,竞技场,12237,龙游四海·恣情裤,13,3,7,2860,5148,1030,213,0,0,0,168,211,0,0,0,0,0,0,0,0,0,426,0,951,0,0,0,0,0,396,0,,2D00D07,6,竞技场
43487,竞技场,12237,龙游四海·延年裤,13,6,7,2860,5148,1030,213,0,0,0,168,211,0,0,0,0,0,0,0,0,0,0,460,792,0,0,0,0,0,396,0,,2D41D52,6,竞技场
43488,竞技场,12243,龙游四海·本心裤,14,4,7,2860,5148,1030,0,213,0,0,211,168,0,0,0,0,0,0,0,0,0,355,0,951,0,0,0,0,0,396,0,,2D02D06,6,竞技场
43489,竞技场,12254,龙游四海·无憾裤,15,5,7,2860,5148,1030,0,0,213,0,211,168,0,0,0,0,0,0,0,0,0,355,0,951,0,0,0,0,0,396,0,,2D04D06,6,竞技场
43490,竞技场,12170,龙游四海·捧玉裤,16,5,7,2860,5148,1030,0,0,213,0,211,168,0,0,0,0,0,0,0,0,0,355,0,951,0,0,0,0,0,396,0,,2D04D06,6,竞技场
43491,竞技场,12191,龙游四海·守谷帽,3,2,9,2860,4633,927,0,0,0,192,150,187,0,0,0,0,0,0,0,0,0,383,0,856,0,0,0,0,0,356,0,-2360,2D39D26,6,竞技场
43492,竞技场,12142,龙游四海·藏诗帽,2,2,9,2860,4633,927,0,0,0,192,150,187,0,0,0,0,0,0,0,0,0,383,0,0,0,0,856,0,0,356,0,-2361,2D23D39,6,竞技场
43493,竞技场,12142,龙游四海·十少帽,2,6,9,2860,4633,927,192,0,0,0,150,187,0,0,0,0,0,0,0,0,0,0,414,0,0,0,713,0,0,356,0,-2362,2D00D41,6,竞技场
43494,竞技场,12185,龙游四海·不悔战盔,9,4,9,2860,4633,927,0,192,0,0,187,150,0,0,0,0,0,0,0,0,0,319,0,856,0,0,0,0,0,356,0,-2363,2D39D21,6,竞技场
43495,竞技场,12215,龙游四海·仙韵帽,8,3,9,2860,4633,927,192,0,0,0,150,187,0,0,0,0,0,0,0,0,0,383,0,856,0,0,0,0,0,356,0,-2364,2D39D24,6,竞技场
43496,竞技场,12215,龙游四海·共气帽,8,5,9,2860,4633,927,0,0,192,0,187,150,0,0,0,0,0,0,0,0,0,319,0,856,0,0,0,0,0,356,0,-2365,2D39D21,6,竞技场
43497,竞技场,12136,龙游四海·不谙钗,6,3,9,2860,4633,927,192,0,0,0,150,187,0,0,0,0,0,0,0,0,0,383,0,0,0,0,856,0,0,356,0,-2366,2D07D39,6,竞技场
43498,竞技场,12136,龙游四海·红颜钗,6,6,9,2860,4633,927,192,0,0,0,150,187,0,0,0,0,0,0,0,0,0,0,414,0,0,0,713,0,0,356,0,-2367,2D00D41,6,竞技场
43499,竞技场,12154,龙游四海·暗许帽,7,3,9,2860,4633,927,192,0,0,0,150,187,0,0,0,0,0,0,0,0,0,383,0,0,0,0,856,0,0,356,0,-2368,2D29D39,6,竞技场
43500,竞技场,12154,龙游四海·蹊径帽,7,6,9,2860,4633,927,192,0,0,0,150,187,0,0,0,0,0,0,0,0,0,0,414,0,0,0,713,0,0,356,0,-2369,2D00D41,6,竞技场
43501,竞技场,12179,龙游四海·肃命冠,4,2,9,2860,4633,927,0,0,0,192,150,187,0,0,0,0,0,0,0,0,0,383,0,856,0,0,0,0,0,356,0,-2370,2D39D21,6,竞技场
43502,竞技场,12179,龙游四海·初倦冠,4,4,9,2860,4633,927,0,192,0,0,187,150,0,0,0,0,0,0,0,0,0,319,0,856,0,0,0,0,0,356,0,-2371,2D39D21,6,竞技场
43503,竞技场,12227,龙游四海·昔年冠,11,5,9,2860,4633,927,0,0,192,0,187,150,0,0,0,0,0,0,0,0,0,319,0,856,0,0,0,0,0,356,0,-2372,2D39D21,6,竞技场
43504,竞技场,12148,龙游四海·迷意冠,10,4,9,2860,4633,927,0,192,0,0,187,150,0,0,0,0,0,0,0,0,0,319,0,856,0,0,0,0,0,356,0,-2373,2D39D21,6,竞技场
43505,竞技场,12197,龙游四海·客愁冠,5,2,9,2860,4633,927,0,0,0,192,150,187,0,0,0,0,0,0,0,0,0,383,0,856,0,0,0,0,0,356,0,-2374,2D39D34,6,竞技场
43506,竞技场,12221,龙游四海·焰光战盔,12,5,9,2860,4633,927,0,0,192,0,187,150,0,0,0,0,0,0,0,0,0,319,0,856,0,0,0,0,0,356,0,-2375,2D39D21,6,竞技场
43507,竞技场,12233,龙游四海·恣情冠,13,3,9,2860,4633,927,192,0,0,0,150,187,0,0,0,0,0,0,0,0,0,383,0,0,0,0,856,0,0,356,0,-2376,2D07D39,6,竞技场
43508,竞技场,12233,龙游四海·延年冠,13,6,9,2860,4633,927,192,0,0,0,150,187,0,0,0,0,0,0,0,0,0,0,414,0,0,0,713,0,0,356,0,-2377,2D00D41,6,竞技场
43509,竞技场,12239,龙游四海·本心冠,14,4,9,2860,4633,927,0,192,0,0,187,150,0,0,0,0,0,0,0,0,0,319,0,856,0,0,0,0,0,356,0,-2378,2D39D21,6,竞技场
43510,竞技场,12250,龙游四海·无憾冠,15,5,9,2860,4633,927,0,0,192,0,187,150,0,0,0,0,0,0,0,0,0,319,0,856,0,0,0,0,0,356,0,-2379,2D39D21,6,竞技场
43511,竞技场,12166,龙游四海·捧玉冠,16,5,9,2860,4633,927,0,0,192,0,187,150,0,0,0,0,0,0,0,0,0,319,0,856,0,0,0,0,0,356,0,-2380,2D39D21,6,竞技场
43512,竞技场,12194,龙游四海·守谷衣,3,2,8,2860,5148,1030,0,0,0,213,187,234,0,0,0,0,0,0,0,0,0,426,0,0,0,951,0,0,0,396,0,-2360,2D01D39,6,竞技场
43513,竞技场,12145,龙游四海·藏诗衣,2,2,8,2860,5148,1030,0,0,0,213,187,234,0,0,0,0,0,0,0,0,0,426,0,0,0,951,0,0,0,396,0,-2361,2D01D39,6,竞技场
43514,竞技场,12145,龙游四海·十少衣,2,6,8,2860,5148,1030,213,0,0,0,187,234,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,396,0,-2362,2D41D52,6,竞技场
43515,竞技场,12188,龙游四海·不悔战甲,9,4,8,2860,5148,1030,0,213,0,0,234,187,0,0,0,0,0,0,0,0,0,355,0,0,0,951,0,0,0,396,0,-2363,2D02D39,6,竞技场
43516,竞技场,12218,龙游四海·仙韵衣,8,3,8,2860,5148,1030,213,0,0,0,187,234,0,0,0,0,0,0,0,0,0,426,0,0,0,951,0,0,0,396,0,-2364,2D00D39,6,竞技场
43517,竞技场,12218,龙游四海·共气衣,8,5,8,2860,5148,1030,0,0,213,0,234,187,0,0,0,0,0,0,0,0,0,355,0,0,0,951,0,0,0,396,0,-2365,2D04D39,6,竞技场
43518,竞技场,12139,龙游四海·不谙轻衫,6,3,8,2860,5148,1030,213,0,0,0,187,234,0,0,0,0,0,0,0,0,0,426,0,0,0,951,0,0,0,396,0,-2366,2D00D39,6,竞技场
43519,竞技场,12139,龙游四海·红颜轻衫,6,6,8,2860,5148,1030,213,0,0,0,187,234,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,396,0,-2367,2D41D52,6,竞技场
43520,竞技场,12157,龙游四海·暗许衣,7,3,8,2860,5148,1030,213,0,0,0,187,234,0,0,0,0,0,0,0,0,0,426,0,0,0,951,0,0,0,396,0,-2368,2D00D39,6,竞技场
43521,竞技场,12157,龙游四海·蹊径衣,7,6,8,2860,5148,1030,213,0,0,0,187,234,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,396,0,-2369,2D41D52,6,竞技场
43522,竞技场,12182,龙游四海·肃命衣,4,2,8,2860,5148,1030,0,0,0,213,187,234,0,0,0,0,0,0,0,0,0,426,0,0,0,951,0,0,0,396,0,-2370,2D01D39,6,竞技场
43523,竞技场,12182,龙游四海·初倦衣,4,4,8,2860,5148,1030,0,213,0,0,234,187,0,0,0,0,0,0,0,0,0,355,0,0,0,951,0,0,0,396,0,-2371,2D02D39,6,竞技场
43524,竞技场,12230,龙游四海·昔年衣,11,5,8,2860,5148,1030,0,0,213,0,234,187,0,0,0,0,0,0,0,0,0,355,0,0,0,951,0,0,0,396,0,-2372,2D04D39,6,竞技场
43525,竞技场,12151,龙游四海·迷意衣,10,4,8,2860,5148,1030,0,213,0,0,234,187,0,0,0,0,0,0,0,0,0,355,0,0,0,951,0,0,0,396,0,-2373,2D02D39,6,竞技场
43526,竞技场,12200,龙游四海·客愁衣,5,2,8,2860,5148,1030,0,0,0,213,187,234,0,0,0,0,0,0,0,0,0,426,0,0,0,951,0,0,0,396,0,-2374,2D01D39,6,竞技场
43527,竞技场,12224,龙游四海·焰光战甲,12,5,8,2860,5148,1030,0,0,213,0,234,187,0,0,0,0,0,0,0,0,0,355,0,0,0,951,0,0,0,396,0,-2375,2D04D39,6,竞技场
43528,竞技场,12236,龙游四海·恣情衣,13,3,8,2860,5148,1030,213,0,0,0,187,234,0,0,0,0,0,0,0,0,0,426,0,0,0,951,0,0,0,396,0,-2376,2D00D39,6,竞技场
43529,竞技场,12236,龙游四海·延年衣,13,6,8,2860,5148,1030,213,0,0,0,187,234,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,396,0,-2377,2D41D52,6,竞技场
43530,竞技场,12242,龙游四海·本心衣,14,4,8,2860,5148,1030,0,213,0,0,234,187,0,0,0,0,0,0,0,0,0,355,0,0,0,951,0,0,0,396,0,-2378,2D02D39,6,竞技场
43531,竞技场,12253,龙游四海·无憾衣,15,5,8,2860,5148,1030,0,0,213,0,234,187,0,0,0,0,0,0,0,0,0,355,0,0,0,951,0,0,0,396,0,-2379,2D04D39,6,竞技场
43532,竞技场,12169,龙游四海·捧玉衣,16,5,8,2860,5148,1030,0,0,213,0,234,187,0,0,0,0,0,0,0,0,0,355,0,0,0,951,0,0,0,396,0,-2380,2D04D39,6,竞技场
43533,奇宝之争,10948,枕戈击楫·闻笛护手,0,3,6,2900,3653,731,151,0,0,0,133,166,0,0,0,0,0,0,0,0,0,302,0,675,0,0,0,0,0,281,0,,2D00D52,6,奇宝之争
43534,奇宝之争,10948,枕戈击楫·闻岳护手,0,2,6,2900,3653,731,0,0,0,151,133,166,0,0,0,0,0,0,0,0,0,302,0,675,0,0,0,0,0,281,0,,2D01D52,6,奇宝之争
43535,奇宝之争,10948,枕戈击楫·闻宁护手,0,4,6,2900,3653,731,0,151,0,0,166,133,0,0,0,0,0,0,0,0,0,252,0,675,0,0,0,0,0,281,0,,2D02D52,6,奇宝之争
43536,奇宝之争,10948,枕戈击楫·闻星护手,0,5,6,2900,3653,731,0,0,151,0,166,133,0,0,0,0,0,0,0,0,0,252,0,675,0,0,0,0,0,281,0,,2D04D52,6,奇宝之争
43537,奇宝之争,10948,枕戈击楫·闻麟护手,0,6,6,2900,3653,731,151,0,0,0,133,166,0,0,0,0,0,0,0,0,0,0,327,562,0,0,0,0,0,281,0,,2D10D52,6,奇宝之争
43538,奇宝之争,10947,枕戈击楫·闻笛腰带,0,3,10,2900,3653,731,151,0,0,0,95,119,0,0,0,0,0,0,0,0,0,302,0,0,0,675,0,0,0,281,0,,2D00D39,6,奇宝之争
43539,奇宝之争,10947,枕戈击楫·闻岳腰带,0,2,10,2900,3653,731,0,0,0,151,95,119,0,0,0,0,0,0,0,0,0,302,0,0,0,675,0,0,0,281,0,,2D01D39,6,奇宝之争
43540,奇宝之争,10947,枕戈击楫·闻宁腰带,0,4,10,2900,3653,731,0,151,0,0,119,95,0,0,0,0,0,0,0,0,0,252,0,0,0,675,0,0,0,281,0,,2D02D39,6,奇宝之争
43541,奇宝之争,10947,枕戈击楫·闻星腰带,0,5,10,2900,3653,731,0,0,151,0,119,95,0,0,0,0,0,0,0,0,0,252,0,0,0,675,0,0,0,281,0,,2D04D39,6,奇宝之争
43542,奇宝之争,10947,枕戈击楫·闻麟腰带,0,6,10,2900,3653,731,151,0,0,0,95,119,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,281,0,,2D52D41,6,奇宝之争
43543,奇宝之争,10949,枕戈击楫·闻笛靴,0,3,5,2900,3653,731,151,0,0,0,95,119,0,0,0,0,0,0,0,0,0,302,0,0,0,0,675,0,0,281,0,,2D40D39,6,奇宝之争
43544,奇宝之争,10949,枕戈击楫·闻岳靴,0,2,5,2900,3653,731,0,0,0,151,95,119,0,0,0,0,0,0,0,0,0,302,0,0,0,0,675,0,0,281,0,,2D40D39,6,奇宝之争
43545,奇宝之争,10949,枕戈击楫·闻宁靴,0,4,5,2900,3653,731,0,151,0,0,119,95,0,0,0,0,0,0,0,0,0,252,0,0,0,0,675,0,0,281,0,,2D08D39,6,奇宝之争
43546,奇宝之争,10949,枕戈击楫·闻星靴,0,5,5,2900,3653,731,0,0,151,0,119,95,0,0,0,0,0,0,0,0,0,252,0,0,0,0,675,0,0,281,0,,2D08D39,6,奇宝之争
43547,奇宝之争,10949,枕戈击楫·闻麟靴,0,6,5,2900,3653,731,151,0,0,0,95,119,0,0,0,0,0,0,0,0,0,0,327,0,0,0,562,0,0,281,0,,2D41D52,6,奇宝之争
43548,奇宝之争,10950,枕戈击楫·闻笛裤,0,3,7,2900,5220,1044,216,0,0,0,171,214,0,0,0,0,0,0,0,0,0,432,0,0,0,0,964,0,0,402,0,,2D03D20,6,奇宝之争
43549,奇宝之争,10950,枕戈击楫·闻岳裤,0,2,7,2900,5220,1044,0,0,0,216,171,214,0,0,0,0,0,0,0,0,0,432,0,0,0,0,964,0,0,402,0,,2D03D36,6,奇宝之争
43550,奇宝之争,10950,枕戈击楫·闻宁裤,0,4,7,2900,5220,1044,0,216,0,0,214,171,0,0,0,0,0,0,0,0,0,360,0,0,0,0,964,0,0,402,0,,2D03D09,6,奇宝之争
43551,奇宝之争,10950,枕戈击楫·闻星裤,0,5,7,2900,5220,1044,0,0,216,0,214,171,0,0,0,0,0,0,0,0,0,360,0,0,0,0,964,0,0,402,0,,2D03D09,6,奇宝之争
43552,奇宝之争,10950,枕戈击楫·闻麟裤,0,6,7,2900,5220,1044,216,0,0,0,171,214,0,0,0,0,0,0,0,0,0,0,467,0,0,0,803,0,0,402,0,,2D41D52,6,奇宝之争
43553,奇宝之争,10945,枕戈击楫·闻笛冠,0,3,9,2900,4698,1012,195,0,0,0,152,190,0,0,0,0,0,0,0,0,434,388,0,0,0,0,0,0,0,361,0,,2D39D20,6,奇宝之争
43554,奇宝之争,10945,枕戈击楫·闻岳冠,0,2,9,2900,4698,1012,0,0,0,195,152,190,0,0,0,0,0,0,0,0,434,388,0,0,0,0,0,0,0,361,0,,2D39D36,6,奇宝之争
43555,奇宝之争,10945,枕戈击楫·闻宁冠,0,4,9,2900,4698,1012,0,195,0,0,190,152,0,0,0,0,0,0,0,0,434,324,0,0,0,0,0,0,0,361,0,,2D39D09,6,奇宝之争
43556,奇宝之争,10945,枕戈击楫·闻星冠,0,5,9,2900,4698,1012,0,0,195,0,190,152,0,0,0,0,0,0,0,0,434,324,0,0,0,0,0,0,0,361,0,,2D39D09,6,奇宝之争
43557,奇宝之争,10945,枕戈击楫·闻麟冠,0,6,9,2900,4698,1012,195,0,0,0,152,190,0,0,0,0,0,0,0,0,347,0,467,0,0,0,0,0,0,361,0,,2D55D39,6,奇宝之争
43558,奇宝之争,10946,枕戈击楫·闻笛衣,0,3,8,2900,5220,1125,216,0,0,0,190,237,0,0,0,0,0,0,0,0,482,432,0,0,0,0,0,0,0,402,0,,2D39D00,6,奇宝之争
43559,奇宝之争,10946,枕戈击楫·闻岳衣,0,2,8,2900,5220,1125,0,0,0,216,190,237,0,0,0,0,0,0,0,0,482,432,0,0,0,0,0,0,0,402,0,,2D39D01,6,奇宝之争
43560,奇宝之争,10946,枕戈击楫·闻宁衣,0,4,8,2900,5220,1125,0,216,0,0,237,190,0,0,0,0,0,0,0,0,482,360,0,0,0,0,0,0,0,402,0,,2D39D02,6,奇宝之争
43561,奇宝之争,10946,枕戈击楫·闻星衣,0,5,8,2900,5220,1125,0,0,216,0,237,190,0,0,0,0,0,0,0,0,482,360,0,0,0,0,0,0,0,402,0,,2D39D04,6,奇宝之争
43562,奇宝之争,10946,枕戈击楫·闻麟衣,0,6,8,2900,5220,1125,216,0,0,0,190,237,0,0,0,0,0,0,0,0,386,0,518,0,0,0,0,0,0,402,0,,2D03D41,6,奇宝之争
43563,阵营拍卖,10948,沧海悬月·侵晓袖,0,3,6,2940,3704,741,153,0,0,0,135,168,0,0,0,0,0,0,0,0,0,306,0,684,0,0,0,0,0,285,0,,2D00D52,6,阵营拍卖
43564,阵营拍卖,10948,沧海悬月·抟风护手,0,2,6,2940,3704,741,0,0,0,153,135,168,0,0,0,0,0,0,0,0,0,306,0,684,0,0,0,0,0,285,0,,2D01D52,6,阵营拍卖
43565,阵营拍卖,10948,沧海悬月·拜尘护手,0,4,6,2940,3704,741,0,153,0,0,168,135,0,0,0,0,0,0,0,0,0,255,0,684,0,0,0,0,0,285,0,,2D02D52,6,阵营拍卖
43566,阵营拍卖,10948,沧海悬月·振夏袖,0,5,6,2940,3704,741,0,0,153,0,168,135,0,0,0,0,0,0,0,0,0,255,0,684,0,0,0,0,0,285,0,,2D04D52,6,阵营拍卖
43567,阵营拍卖,10948,沧海悬月·细草袖,0,6,6,2940,3704,741,153,0,0,0,135,168,0,0,0,0,0,0,0,0,0,0,331,570,0,0,0,0,0,285,0,,2D10D52,6,阵营拍卖
43568,阵营拍卖,10947,沧海悬月·侵晓带,0,3,10,2940,3704,741,153,0,0,0,96,120,0,0,0,0,0,0,0,0,0,306,0,0,0,0,684,0,0,285,0,,2D00D52,6,阵营拍卖
43569,阵营拍卖,10947,沧海悬月·抟风带,0,2,10,2940,3704,741,0,0,0,153,96,120,0,0,0,0,0,0,0,0,0,306,0,0,0,0,684,0,0,285,0,,2D01D52,6,阵营拍卖
43570,阵营拍卖,10947,沧海悬月·拜尘带,0,4,10,2940,3704,741,0,153,0,0,120,96,0,0,0,0,0,0,0,0,0,255,0,0,0,0,684,0,0,285,0,,2D02D52,6,阵营拍卖
43571,阵营拍卖,10947,沧海悬月·振夏带,0,5,10,2940,3704,741,0,0,153,0,120,96,0,0,0,0,0,0,0,0,0,255,0,0,0,0,684,0,0,285,0,,2D04D52,6,阵营拍卖
43572,阵营拍卖,10947,沧海悬月·细草带,0,6,10,2940,3704,741,153,0,0,0,96,120,0,0,0,0,0,0,0,0,0,0,331,0,0,0,570,0,0,285,0,,2D05D52,6,阵营拍卖
43573,阵营拍卖,10949,沧海悬月·侵晓鞋,0,3,5,2940,3704,798,153,0,0,0,96,120,0,0,0,0,0,0,0,0,342,306,0,0,0,0,0,0,0,285,0,,2D00D52,6,阵营拍卖
43574,阵营拍卖,10949,沧海悬月·抟风鞋,0,2,5,2940,3704,798,0,0,0,153,96,120,0,0,0,0,0,0,0,0,342,306,0,0,0,0,0,0,0,285,0,,2D01D52,6,阵营拍卖
43575,阵营拍卖,10949,沧海悬月·拜尘靴,0,4,5,2940,3704,798,0,153,0,0,120,96,0,0,0,0,0,0,0,0,342,255,0,0,0,0,0,0,0,285,0,,2D02D52,6,阵营拍卖
43576,阵营拍卖,10949,沧海悬月·振夏靴,0,5,5,2940,3704,798,0,0,153,0,120,96,0,0,0,0,0,0,0,0,342,255,0,0,0,0,0,0,0,285,0,,2D04D52,6,阵营拍卖
43577,阵营拍卖,10949,沧海悬月·细草靴,0,6,5,2940,3704,798,153,0,0,0,96,120,0,0,0,0,0,0,0,0,274,0,368,0,0,0,0,0,0,285,0,,2D41D55,6,阵营拍卖
43578,阵营拍卖,10950,沧海悬月·侵晓护腿,0,3,7,2940,5292,1059,219,0,0,0,173,216,0,0,0,0,0,0,0,0,0,437,0,0,0,0,977,0,0,407,0,,2D03D20,6,阵营拍卖
43579,阵营拍卖,10950,沧海悬月·抟风裤,0,2,7,2940,5292,1059,0,0,0,219,173,216,0,0,0,0,0,0,0,0,0,437,0,0,0,0,977,0,0,407,0,,2D03D36,6,阵营拍卖
43580,阵营拍卖,10950,沧海悬月·拜尘裤,0,4,7,2940,5292,1059,0,219,0,0,216,173,0,0,0,0,0,0,0,0,0,365,0,0,0,0,977,0,0,407,0,,2D03D09,6,阵营拍卖
43581,阵营拍卖,10950,沧海悬月·振夏裤,0,5,7,2940,5292,1059,0,0,219,0,216,173,0,0,0,0,0,0,0,0,0,365,0,0,0,0,977,0,0,407,0,,2D03D09,6,阵营拍卖
43582,阵营拍卖,10950,沧海悬月·细草裤,0,6,7,2940,5292,1059,219,0,0,0,173,216,0,0,0,0,0,0,0,0,0,0,473,0,0,0,814,0,0,407,0,,2D41D52,6,阵营拍卖
43583,阵营拍卖,10945,沧海悬月·侵晓冠,0,3,9,2940,4762,953,197,0,0,0,154,192,0,0,0,0,0,0,0,0,0,394,0,0,0,880,0,0,0,366,0,,2D00D52,6,阵营拍卖
43584,阵营拍卖,10945,沧海悬月·抟风冠,0,2,9,2940,4762,953,0,0,0,197,154,192,0,0,0,0,0,0,0,0,0,394,0,0,0,880,0,0,0,366,0,,2D01D52,6,阵营拍卖
43585,阵营拍卖,10945,沧海悬月·拜尘冠,0,4,9,2940,4762,953,0,197,0,0,192,154,0,0,0,0,0,0,0,0,0,328,0,0,0,880,0,0,0,366,0,,2D02D52,6,阵营拍卖
43586,阵营拍卖,10945,沧海悬月·振夏冠,0,5,9,2940,4762,953,0,0,197,0,192,154,0,0,0,0,0,0,0,0,0,328,0,0,0,880,0,0,0,366,0,,2D04D52,6,阵营拍卖
43587,阵营拍卖,10945,沧海悬月·细草冠,0,6,9,2940,4762,953,197,0,0,0,154,192,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,366,0,,2D52D00,6,阵营拍卖
43588,阵营拍卖,10946,沧海悬月·侵晓衫,0,3,8,2940,5292,1059,219,0,0,0,192,241,0,0,0,0,0,0,0,0,0,437,0,977,0,0,0,0,0,407,0,,2D05D10,6,阵营拍卖
43589,阵营拍卖,10946,沧海悬月·抟风衣,0,2,8,2940,5292,1059,0,0,0,219,192,241,0,0,0,0,0,0,0,0,0,437,0,977,0,0,0,0,0,407,0,,2D05D37,6,阵营拍卖
43590,阵营拍卖,10946,沧海悬月·拜尘衣,0,4,8,2940,5292,1059,0,219,0,0,241,192,0,0,0,0,0,0,0,0,0,365,0,977,0,0,0,0,0,407,0,,2D05D06,6,阵营拍卖
43591,阵营拍卖,10946,沧海悬月·振夏衣,0,5,8,2940,5292,1059,0,0,219,0,241,192,0,0,0,0,0,0,0,0,0,365,0,977,0,0,0,0,0,407,0,,2D05D06,6,阵营拍卖
